preference_match,place_quality,travel_cost,data_confidence,scenario_id,metric,poi_id
0.0,0.5,284.7,0.5,HN-DEV-02,road_time,osm:node:5374427522
0.0,0.8802530027317271,335.4,0.5,HN-DEV-02,road_time,osm:node:5406262022
0.0,0.5,281.8,0.5,HN-DEV-02,road_time,osm:node:5418568322
0.4442078647185729,0.5,1072.6,0.5,HN-DEV-02,road_time,osm:node:5485660041
0.43898958320110276,0.5,572.3,0.5,HN-DEV-02,road_time,osm:node:5485795483
0.43898958320110276,0.5,255.0,0.25,HN-DEV-02,road_time,osm:node:6036440285
0.002193225988798479,0.5,194.8,0.5,HN-DEV-02,road_time,osm:node:6224180286
0.4223491416210801,0.5,179.4,0.5,HN-DEV-02,road_time,osm:node:6640901648
0.4388526681315237,0.5,771.1,0.5,HN-DEV-02,road_time,osm:node:6846162969
0.0045704633009452916,0.8540880503144652,737.0,0.25,HN-DEV-02,road_time,osm:node:6849181831
0.4264936412374386,0.5,262.7,0.5,HN-DEV-02,road_time,osm:node:7106536485
0.0,0.5,176.1,0.5,HN-DEV-02,road_time,osm:node:7114209485
0.4603987491317844,0.5,217.1,0.5,HN-DEV-02,road_time,osm:node:7168561626
0.005474282907438476,0.803503348789284,673.6,0.5,HN-DEV-02,road_time,osm:node:9237323772
0.0,0.5,254.1,0.5,HN-DEV-02,road_time,osm:node:9805222044
0.4322294170347168,0.5,235.4,0.5,HN-DEV-02,road_time,osm:node:9912980443
0.4406984866734792,0.5,574.0,0.5,HN-DEV-02,road_time,osm:node:9959263717
0.4534144687099708,0.5,284.6,0.5,HN-DEV-02,road_time,osm:node:9998849017
0.9123734241209209,0.5,638.2,0.5,HN-DEV-02,road_time,osm:way:1019050229
0.0,0.8937993693338588,504.1,0.5,HN-DEV-02,road_time,osm:way:1103182086
0.0052569425218579975,0.8409039548022598,886.7,0.5,HN-DEV-02,road_time,osm:way:1114927597
0.8954976539308692,0.8998986433806332,874.7,0.5,HN-DEV-02,road_time,osm:way:1148571536
0.41724855232772096,0.5,285.4,0.25,HN-DEV-02,road_time,osm:way:1163872123
0.0,0.5,284.4,0.25,HN-DEV-02,road_time,osm:way:1163872125
0.005276722373575132,0.854607843137255,1269.3,0.5,HN-DEV-02,road_time,osm:way:1185629560
0.40824760462561216,0.5,124.9,0.25,HN-DEV-02,road_time,osm:way:1218337313
0.42717338976544594,0.5,117.2,0.25,HN-DEV-02,road_time,osm:way:1218337314
0.43840321006255667,0.8897403736179946,416.3,0.5,HN-DEV-02,road_time,osm:way:1234036432
0.4603987491317844,0.5,402.7,0.25,HN-DEV-02,road_time,osm:way:1234955616
0.4603987491317844,0.5,417.3,0.5,HN-DEV-02,road_time,osm:way:1235566715
0.0,0.8308600178890876,1427.1,0.5,HN-DEV-02,road_time,osm:way:1296795442
0.0,0.5,128.3,0.25,HN-DEV-02,road_time,osm:way:1301715443
0.0,0.5,138.5,0.5,HN-DEV-02,road_time,osm:way:1302250723
0.0418165637576796,0.8943953488372094,796.7,0.5,HN-DEV-02,road_time,osm:way:1307631429
0.4228320801438107,0.5,259.8,0.25,HN-DEV-02,road_time,osm:way:1498073029
0.0,0.8998310570824524,256.6,0.5,HN-DEV-02,road_time,osm:way:1510802054
0.01728078746137622,0.9403682432432431,377.6,0.25,HN-DEV-02,road_time,osm:way:178995262
0.8661161666155623,0.8601411005845595,817.1,0.5,HN-DEV-02,road_time,osm:way:208255133
0.013678730414603471,0.8800364780868101,302.2,0.25,HN-DEV-02,road_time,osm:way:220302249
0.009196248181533775,0.5,350.3,0.5,HN-DEV-02,road_time,osm:way:223798542
0.02210505286528173,0.9000300431388661,388.4,0.25,HN-DEV-02,road_time,osm:way:28912942
0.8416596767018527,0.9198525641025641,461.3,0.5,HN-DEV-02,road_time,osm:way:339936730
0.8289660570709501,0.8999444135630906,258.6,0.5,HN-DEV-02,road_time,osm:way:340128580
0.006420837566303474,0.8999912485420625,53.9,0.5,HN-DEV-02,road_time,osm:way:37625751
0.9375590231522191,0.5,216.8,0.5,HN-DEV-02,road_time,osm:way:37629143
0.5093685086193974,0.5,433.3,0.25,HN-DEV-02,road_time,osm:way:37933050
0.925360533274418,0.5,429.5,0.5,HN-DEV-02,road_time,osm:way:37933256
0.8961991574549663,0.5,650.2,0.25,HN-DEV-02,road_time,osm:way:409390951
0.920246635818573,0.5,647.7,0.25,HN-DEV-02,road_time,osm:way:480826771
0.029191900979941628,0.8800419931292913,218.9,0.5,HN-DEV-02,road_time,osm:way:696913691
0.012509919125668519,0.8602533862139344,49.7,0.5,HN-DEV-02,road_time,osm:way:697326496
0.9238574124975725,0.5,165.6,0.5,HN-DEV-02,road_time,osm:way:700145152
0.8599996050427621,0.8998091883164537,306.5,0.5,HN-DEV-02,road_time,osm:way:704147278
0.01789699116785009,0.8003988535866361,1182.6,0.5,HN-DEV-02,road_time,osm:way:843085954
0.3950967424094895,0.5,1516.4,0.5,HN-HOLD-01,road_time,osm:node:10011953034
0.39832978922775036,0.5,803.8,0.5,HN-HOLD-01,road_time,osm:node:10082412846
0.0,0.8686802047401802,588.9,0.5,HN-HOLD-01,road_time,osm:node:10098130619
0.0,0.5,397.2,0.5,HN-HOLD-01,road_time,osm:node:10098130620
0.0,0.5,764.7,0.5,HN-HOLD-01,road_time,osm:node:10098130621
0.0,0.5,733.3,0.5,HN-HOLD-01,road_time,osm:node:10098130622
0.3750109193529339,0.8435577279275572,560.0,0.5,HN-HOLD-01,road_time,osm:node:10114776452
0.0,0.9190093256396805,584.9,0.5,HN-HOLD-01,road_time,osm:node:10179892274
0.4064750027495274,0.5,547.8,0.5,HN-HOLD-01,road_time,osm:node:10214404094
0.0,0.8813089433934046,474.4,0.5,HN-HOLD-01,road_time,osm:node:10245908053
0.0,0.5,245.9,0.5,HN-HOLD-01,road_time,osm:node:10675781601
0.3649071485778276,0.9353194064040636,691.9,0.5,HN-HOLD-01,road_time,osm:node:10715935205
0.0,0.5,346.8,0.5,HN-HOLD-01,road_time,osm:node:10756018605
0.0,0.9173391089108911,1622.2,0.25,HN-HOLD-01,road_time,osm:node:10855443206
0.41229376961896386,0.5,865.8,0.25,HN-HOLD-01,road_time,osm:node:10965931530
0.38712609740124543,0.5,379.3,0.5,HN-HOLD-01,road_time,osm:node:11079144812
0.0,0.5,422.5,0.25,HN-HOLD-01,road_time,osm:node:11883463169
0.4039714008356899,0.5,543.7,0.5,HN-HOLD-01,road_time,osm:node:11886893369
0.0,0.5,384.0,0.5,HN-HOLD-01,road_time,osm:node:11888380369
0.3924391604831098,0.5,262.2,0.25,HN-HOLD-01,road_time,osm:node:11923916098
0.0,0.891799460734749,518.6,0.5,HN-HOLD-01,road_time,osm:node:12090398186
0.0,0.5,417.6,0.5,HN-HOLD-01,road_time,osm:node:12096567273
0.4008942289396664,0.5,572.0,0.5,HN-HOLD-01,road_time,osm:node:12230141269
0.3864623128953251,0.5,146.8,0.5,HN-HOLD-01,road_time,osm:node:12235167371
0.0,0.5,102.6,0.5,HN-HOLD-01,road_time,osm:node:12415047802
0.38947526712939606,0.5,395.2,0.25,HN-HOLD-01,road_time,osm:node:12644596990
0.4011898134717018,0.5,273.6,0.5,HN-HOLD-01,road_time,osm:node:12645515452
0.40468929929135183,0.5,552.2,0.5,HN-HOLD-01,road_time,osm:node:12805994070
0.0,0.8574178403755868,612.5,0.5,HN-HOLD-01,road_time,osm:node:12814113704
0.01211935451306164,0.9288541666666668,1253.9,0.5,HN-HOLD-01,road_time,osm:node:12876453886
0.0037046746094623276,0.9179861111111111,1733.4,0.25,HN-HOLD-01,road_time,osm:node:13352652760
0.0,0.5,470.0,0.5,HN-HOLD-01,road_time,osm:node:13439951302
0.0,0.8407532956685498,1182.3,0.5,HN-HOLD-01,road_time,osm:node:13449384383
0.0,0.5,375.8,0.5,HN-HOLD-01,road_time,osm:node:13580421901
0.41229376961896386,0.5,475.4,0.5,HN-HOLD-01,road_time,osm:node:13638561208
0.0,0.5,132.8,0.5,HN-HOLD-01,road_time,osm:node:13702979501
0.41229376961896386,0.5,562.2,0.5,HN-HOLD-01,road_time,osm:node:13947176204
0.0,0.5,438.2,0.5,HN-HOLD-01,road_time,osm:node:14019117023
0.41229376961896386,0.5,440.3,0.5,HN-HOLD-01,road_time,osm:node:14144432502
0.3993660211499208,0.5,381.7,0.5,HN-HOLD-01,road_time,osm:node:14152839302
0.38919830326402644,0.5,403.0,0.5,HN-HOLD-01,road_time,osm:node:14156598403
0.0,0.5,394.0,0.5,HN-HOLD-01,road_time,osm:node:14157700401
0.38009420801404464,0.5,329.8,0.5,HN-HOLD-01,road_time,osm:node:14162347202
0.3866020345406551,0.5,322.9,0.5,HN-HOLD-01,road_time,osm:node:14169542101
0.0,0.5,314.3,0.5,HN-HOLD-01,road_time,osm:node:14169580001
