priority,poi_id,name,location,category,latitude,longitude,fields_to_check,source_url
2,osm:way:209492808,Nhà thờ Công giáo Hội An,Đà Nẵng,temple,15.88273065,108.32910890965124,verified_entrance|opening_hours|independent_source_review|factual_description,https://www.openstreetmap.org/way/209492808
2,osm:way:209494258,Văn Miếu Hội An,Đà Nẵng,temple,15.87986445,108.3230054224651,verified_entrance|opening_hours|independent_source_review|factual_description,https://www.openstreetmap.org/way/209494258
2,osm:way:209494260,Nhà thờ Tin lành Hội An,Đà Nẵng,temple,15.87879405,108.32337894990727,verified_entrance|opening_hours|independent_source_review|factual_description,https://www.openstreetmap.org/way/209494260
2,osm:way:210933183,Di tích Đình Thanh Tẩy,Đà Nẵng,historic,15.89134315,108.35224639712521,verified_entrance|opening_hours|independent_source_review|factual_description,https://www.openstreetmap.org/way/210933183
2,osm:way:210966819,Nhà thờ tộc Nguyễn Tường,Đà Nẵng,temple,15.8775797,108.32570705,verified_entrance|opening_hours|independent_source_review|factual_description,https://www.openstreetmap.org/way/210966819
2,osm:way:295178277,Công viên,Đà Nẵng,park,16.06838065,108.22185202746428,verified_entrance|opening_hours|independent_source_review|factual_description,https://www.openstreetmap.org/way/295178277
2,osm:way:302944359,Chùa Trung Lương,Đà Nẵng,temple,16.002578900000003,108.21522810044202,verified_entrance|opening_hours|independent_source_review|factual_description,https://www.openstreetmap.org/way/302944359
2,osm:way:303499553,Đình Nại Nam,Đà Nẵng,temple,16.03734295,108.22748028539803,verified_entrance|opening_hours|independent_source_review|factual_description,https://www.openstreetmap.org/way/303499553
2,osm:way:320722329,Hội quán Phúc Kiến,Đà Nẵng,temple,15.87813885,108.33099215569638,verified_entrance|opening_hours|independent_source_review|factual_description,https://www.openstreetmap.org/way/320722329
2,osm:way:35952591,Chợ vải Hội An,Đà Nẵng,attraction,15.8769216,108.33258309269983,verified_entrance|independent_source_review|factual_description,https://www.openstreetmap.org/way/35952591
2,osm:way:363224651,Nhà thờ Đức Mẹ Sao Biển,Đà Nẵng,temple,16.0479488,108.24826270622754,verified_entrance|opening_hours|independent_source_review|factual_description,https://www.openstreetmap.org/way/363224651
2,osm:way:372172907,Tịnh xá Ngọc Giáng,Đà Nẵng,temple,16.068549599999997,108.20652036488045,verified_entrance|opening_hours|independent_source_review|factual_description,https://www.openstreetmap.org/way/372172907
2,osm:way:372196690,Nhà thờ Tin Lành,Đà Nẵng,temple,16.071042900000002,108.21295115000001,verified_entrance|opening_hours|independent_source_review|factual_description,https://www.openstreetmap.org/way/372196690
2,osm:way:372311082,Chùa Bồ Đề,Đà Nẵng,temple,16.0654931,108.17251733270578,verified_entrance|opening_hours|independent_source_review|factual_description,https://www.openstreetmap.org/way/372311082
2,osm:way:404714309,Nhà thờ Chính tòa Đà Nẵng,Đà Nẵng,temple,16.06668275,108.22305839831955,verified_entrance|opening_hours|independent_source_review|factual_description,https://www.openstreetmap.org/way/404714309
2,osm:way:420947244,Quan Âm,Đà Nẵng,historic,16.099675050000002,108.27701671467815,verified_entrance|opening_hours|independent_source_review|factual_description,https://www.openstreetmap.org/way/420947244
2,osm:way:448044645,Hội quán Triều Châu,Đà Nẵng,attraction,15.8779062,108.33303314260196,verified_entrance|opening_hours|independent_source_review|factual_description,https://www.openstreetmap.org/way/448044645
2,osm:way:466418347,Hải Vân Quan,Đà Nẵng,attraction,16.187747100000003,108.13128997546026,verified_entrance|opening_hours|independent_source_review|factual_description,https://www.openstreetmap.org/way/466418347
2,osm:way:474383101,Chùa Phước Lâm,Đà Nẵng,temple,15.892442899999999,108.32366564780375,verified_entrance|opening_hours|independent_source_review|factual_description,https://www.openstreetmap.org/way/474383101
2,osm:way:486703049,Chùa Linh Ứng,Đà Nẵng,temple,16.1001567,108.27841117186735,verified_entrance|opening_hours|independent_source_review|factual_description,https://www.openstreetmap.org/way/486703049
2,osm:way:531235869,Quảng trường 24 tháng 3,Đà Nẵng,park,15.574017699999999,108.47190644760286,verified_entrance|opening_hours|independent_source_review|factual_description,https://www.openstreetmap.org/way/531235869
2,osm:way:531448690,Thánh thất Trung Đức,Đà Nẵng,temple,15.9210306,108.29639375,verified_entrance|opening_hours|independent_source_review|factual_description,https://www.openstreetmap.org/way/531448690
2,osm:way:532520404,Chùa Kỳ Viên,Đà Nẵng,temple,15.55781365,108.49662092860584,verified_entrance|opening_hours|independent_source_review|factual_description,https://www.openstreetmap.org/way/532520404
2,osm:way:532520453,Nhà thờ Tam Kỳ,Đà Nẵng,temple,15.5558194,108.50538449692603,verified_entrance|opening_hours|independent_source_review|factual_description,https://www.openstreetmap.org/way/532520453
2,osm:way:554812139,Tượng Bồ Câu,Đà Nẵng,historic,16.0823344,108.2231944610478,verified_entrance|opening_hours|independent_source_review|factual_description,https://www.openstreetmap.org/way/554812139
2,osm:way:559969180,Nhà tu Phước Huệ Đan,Đà Nẵng,temple,15.55927845,108.48936671893537,verified_entrance|opening_hours|independent_source_review|factual_description,https://www.openstreetmap.org/way/559969180
2,osm:way:565186618,Đình Cẩm Phô,Đà Nẵng,temple,15.87832575,108.32419246567608,verified_entrance|opening_hours|independent_source_review|factual_description,https://www.openstreetmap.org/way/565186618
2,osm:way:565201327,Nhà thờ tộc,Đà Nẵng,temple,15.88202495,108.3230722,verified_entrance|opening_hours|independent_source_review|factual_description,https://www.openstreetmap.org/way/565201327
2,osm:way:565276813,Thanh That Cao Dai,Đà Nẵng,temple,15.88030465,108.31943113496968,verified_entrance|opening_hours|independent_source_review|factual_description,https://www.openstreetmap.org/way/565276813
2,osm:way:565300448,Hội Quán Quảng Triệu,Đà Nẵng,attraction,15.87731525,108.32656059703316,verified_entrance|opening_hours|independent_source_review|factual_description,https://www.openstreetmap.org/way/565300448
