poi_id,status,name,location,category,tags,parent_poi_id,business_status,latitude,longitude,website,source_url,description,hours_raw,has_structured_hours,has_full_week_hours,opening_hours_json,rating,review_count,rating_provider,rating_observed_at,duration_short_minutes,duration_typical_minutes,duration_long_minutes,duration_method,duration_verified_at,access_latitude,access_longitude,access_minutes,access_method,access_verified,entity_confirmed,serving_eligible,serving_reasons,data_rights,dataset_version
osm:node:4353372191,usable,Zenith Yoga Studio II & Café,Hà Nội,restaurant,trong nhà|ẩm thực,,unknown,21.0252545,105.8444379,,https://www.openstreetmap.org/node/4353372191,,,False,False,null,,,,,45,60,90,category_default,,21.0252545,105.8444379,10,osm_point,False,True,False,insufficient_service_evidence,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:4353913989,usable,Quán Ân,Đà Nẵng,restaurant,trong nhà|ẩm thực,,unknown,15.8760369,108.3263227,,https://www.openstreetmap.org/node/4353913989,,,False,False,null,,,,,45,60,90,category_default,,15.8760369,108.3263227,10,osm_point,False,True,False,insufficient_service_evidence,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:4355457194,usable,마누라집,Hồ Chí Minh,historic,chụp ảnh|lịch sử|văn hóa,,unknown,10.749074,106.7297303,,https://www.openstreetmap.org/node/4355457194,,,False,False,null,,,,,20,45,75,category_default,,10.749074,106.7297303,10,osm_point,False,True,False,weak_or_generic_name|insufficient_service_evidence,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:4355692621,usable,Nhà Hàng Mum's,Hà Nội,restaurant,trong nhà|ẩm thực,,unknown,21.0338377,105.8539504,,https://www.openstreetmap.org/node/4355692621,,,False,False,null,,,,,45,60,90,category_default,,21.0338377,105.8539504,10,osm_point,False,True,False,insufficient_service_evidence,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:4355761091,usable,Paolo & Chi Pizzeria Old Quarter,Hà Nội,restaurant,trong nhà|ẩm thực,,unknown,21.0360908,105.8521843,,https://www.openstreetmap.org/node/4355761091,,Mo-Su 11:00-2:00,False,False,null,,,,,45,60,90,category_default,,21.0360908,105.8521843,10,osm_point,False,True,False,insufficient_service_evidence,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:4357173000,usable,Nām Giã,Đà Nẵng,restaurant,trong nhà|ẩm thực,,unknown,15.9132748,108.3406239,,https://www.openstreetmap.org/node/4357173000,,,False,False,null,,,,,45,60,90,category_default,,15.9132748,108.3406239,10,osm_point,False,True,False,insufficient_service_evidence,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:4357664005,usable,Thử,Hà Nội,viewpoint,chụp ảnh|ngoài trời|thiên nhiên,,unknown,20.7839003,105.8160157,,https://www.openstreetmap.org/node/4357664005,,,False,False,null,,,,,15,30,45,category_default,,20.7839003,105.8160157,10,osm_point,False,True,False,weak_or_generic_name|insufficient_service_evidence,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:4358179090,usable,Miss Quyên,Đà Nẵng,restaurant,trong nhà|ẩm thực,,unknown,15.8754778,108.3282459,,https://www.openstreetmap.org/node/4358179090,,,False,False,null,,,,,45,60,90,category_default,,15.8754778,108.3282459,10,osm_point,False,True,False,insufficient_service_evidence,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:4358622593,usable,Nhà Hàng Foodshop 45 - Indian Cuisine,Hà Nội,restaurant,trong nhà|ẩm thực,,unknown,21.0360158,105.8518953,,https://www.openstreetmap.org/node/4358622593,,,False,False,null,,,,,45,60,90,category_default,,21.0360158,105.8518953,10,osm_point,False,True,False,insufficient_service_evidence,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:4358629195,usable,Cà Phê Glamour,Hà Nội,cafe,thư giãn|ẩm thực,,unknown,21.0359291,105.8520713,,https://www.openstreetmap.org/node/4358629195,,,False,False,null,,,,,20,30,60,category_default,,21.0359291,105.8520713,10,osm_point,False,True,False,insufficient_service_evidence,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:4358812697,usable,Phieu Thanh Toán,Đà Nẵng,cafe,thư giãn|ẩm thực,,unknown,16.0648231,108.2235176,http://www.trasuahotcold.com,https://www.openstreetmap.org/node/4358812697,,,False,False,null,,,,,20,30,60,category_default,,16.0648231,108.2235176,10,osm_point,False,True,True,,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:4358971989,usable,Nhà Hàng Highway 4,Hà Nội,restaurant,trong nhà|ẩm thực,,unknown,21.0348754,105.8475332,,https://www.openstreetmap.org/node/4358971989,,,False,False,null,,,,,45,60,90,category_default,,21.0348754,105.8475332,10,osm_point,False,True,False,insufficient_service_evidence,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:4359528394,usable,"Lăng ngũ hành, Trà Quế, Cẩm Hà, Hội An",Đà Nẵng,temple,lịch sử|tâm linh|văn hóa,,unknown,15.9039705,108.3322436,,https://www.openstreetmap.org/node/4359528394,,,False,False,null,,,,,20,45,90,category_default,,15.9039705,108.3322436,10,osm_point,False,True,False,insufficient_service_evidence,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:4359539593,usable,"Miếu Lùm Bà dàng, thanh hà, hội an",Đà Nẵng,temple,lịch sử|tâm linh|văn hóa,,unknown,15.88287,108.30824,,https://www.openstreetmap.org/node/4359539593,,,False,False,null,,,,,20,45,90,category_default,,15.88287,108.30824,10,osm_point,False,True,False,insufficient_service_evidence,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:4359542691,usable,"Miếu bà chúa Ngọc, Trà Quế, Cẩm Hà, Hội An",Đà Nẵng,temple,lịch sử|tâm linh|văn hóa,,unknown,15.8997686,108.3398347,,https://www.openstreetmap.org/node/4359542691,,,False,False,null,,,,,20,45,90,category_default,,15.8997686,108.3398347,10,osm_point,False,True,False,insufficient_service_evidence,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:4359542692,usable,"Lăng Ngũ hành, An mỹ, Cẩm An, Hội An",Đà Nẵng,temple,lịch sử|tâm linh|văn hóa,,unknown,15.8978583,108.3605381,,https://www.openstreetmap.org/node/4359542692,,,False,False,null,,,,,20,45,90,category_default,,15.8978583,108.3605381,10,osm_point,False,True,False,insufficient_service_evidence,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:4359751695,usable,"Miếu Bà Vải, Thanh Quýt 1, Điện Thắng Trung, Điện Bàn",Đà Nẵng,temple,lịch sử|tâm linh|văn hóa,,unknown,15.9241183,108.2274967,,https://www.openstreetmap.org/node/4359751695,,,False,False,null,,,,,20,45,90,category_default,,15.9241183,108.2274967,10,osm_point,False,True,False,insufficient_service_evidence,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:4359773990,usable,"Miếu Lục Vị (lăng cô), khối Thanh Chiếm, Thanh Hà, Hội An",Đà Nẵng,temple,lịch sử|tâm linh|văn hóa,,unknown,15.88102,108.3094983,,https://www.openstreetmap.org/node/4359773990,,,False,False,null,,,,,20,45,90,category_default,,15.88102,108.3094983,10,osm_point,False,True,False,insufficient_service_evidence,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:4360186897,usable,"miếu bà thiên y, thanh quýt 4, điện bàn",Đà Nẵng,temple,lịch sử|tâm linh|văn hóa,,unknown,15.9268322,108.2330602,,https://www.openstreetmap.org/node/4360186897,,,False,False,null,,,,,20,45,90,category_default,,15.9268322,108.2330602,10,osm_point,False,True,False,insufficient_service_evidence,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:4360186898,usable,"Miếu Bà thái dương, điện minh, điện bàn",Đà Nẵng,temple,lịch sử|tâm linh|văn hóa,,unknown,15.8734089,108.2509917,,https://www.openstreetmap.org/node/4360186898,,,False,False,null,,,,,20,45,90,category_default,,15.8734089,108.2509917,10,osm_point,False,True,False,insufficient_service_evidence,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:4360297544,usable,Công Viên KDT Vĩnh Điềm Trung A,Khánh Hoà,park,gia đình|ngoài trời|thiên nhiên|thư giãn,,unknown,12.2560517,109.1686741,,https://www.openstreetmap.org/node/4360297544,,,False,False,null,,,,,30,60,120,category_default,,12.2560517,109.1686741,10,osm_point,False,True,False,insufficient_service_evidence,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:4362368989,usable,"nhà thờ vạn giã, vạn giã, vạn ninh, khánh hòa",Khánh Hoà,temple,lịch sử|tâm linh|văn hóa,,unknown,12.6997797,109.226297,,https://www.openstreetmap.org/node/4362368989,,,False,False,null,,,,,20,45,90,category_default,,12.6997797,109.226297,10,osm_point,False,True,False,insufficient_service_evidence,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:4364343294,usable,Steakout,Hà Nội,restaurant,trong nhà|ẩm thực,,unknown,21.019846,105.8566061,www.steakouut.vn,https://www.openstreetmap.org/node/4364343294,,,False,False,null,,,,,45,60,90,category_default,,21.019846,105.8566061,10,osm_point,False,True,False,insufficient_service_evidence,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:4364361735,usable,Nhà Hàng & Cà Phê EMM's,Hà Nội,restaurant,trong nhà|ẩm thực,,unknown,21.0270627,105.8223488,,https://www.openstreetmap.org/node/4364361735,,,False,False,null,,,,,45,60,90,category_default,,21.0270627,105.8223488,10,osm_point,False,True,False,insufficient_service_evidence,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:4365096489,usable,Hoi An Food Court,Đà Nẵng,restaurant,trong nhà|ẩm thực,,unknown,15.8753937,108.3282629,,https://www.openstreetmap.org/node/4365096489,,,False,False,null,,,,,45,60,90,category_default,,15.8753937,108.3282629,10,osm_point,False,True,False,insufficient_service_evidence,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:4366360798,usable,Pho Ga,Hà Nội,restaurant,trong nhà|ẩm thực,,unknown,21.0354335,105.8505627,,https://www.openstreetmap.org/node/4366360798,,,False,False,null,,,,,45,60,90,category_default,,21.0354335,105.8505627,10,osm_point,False,True,False,insufficient_service_evidence,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:4366361510,usable,Pho Vui,Hà Nội,restaurant,trong nhà|ẩm thực,,unknown,21.035163,105.8512274,,https://www.openstreetmap.org/node/4366361510,,Mo-Su 07:00-10:00,True,True,"[[[420,600]],[[420,600]],[[420,600]],[[420,600]],[[420,600]],[[420,600]],[[420,600]]]",,,,,45,60,90,category_default,,21.035163,105.8512274,10,osm_point,False,True,True,,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:4367499201,usable,Chua Linh Coc,Ninh Bình,temple,lịch sử|tâm linh|văn hóa,,unknown,20.214755,105.9213028,,https://www.openstreetmap.org/node/4367499201,,,False,False,null,,,,,20,45,90,category_default,,20.214755,105.9213028,10,osm_point,False,True,False,insufficient_service_evidence,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:4368051989,usable,Đường hầm điêu khắc,Lâm Đồng,attraction,chụp ảnh|văn hóa,,unknown,11.8828709,108.4112222,,https://www.openstreetmap.org/node/4368051989,,,False,False,null,,,,,30,60,120,category_default,,11.8828709,108.4112222,10,osm_point,False,True,False,insufficient_service_evidence,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:4369340191,usable,Café Phú Lich,Đà Nẵng,cafe,thư giãn|ẩm thực,,unknown,15.8754335,108.3187243,,https://www.openstreetmap.org/node/4369340191,,,False,False,null,,,,,20,30,60,category_default,,15.8754335,108.3187243,10,osm_point,False,True,False,insufficient_service_evidence,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:4370771787,usable,Heaven's Gate,Lai Châu,viewpoint,chụp ảnh|ngoài trời|thiên nhiên,,unknown,22.352974,103.7648085,,https://www.openstreetmap.org/node/4370771787,,,False,False,null,,,,,15,30,45,category_default,,22.352974,103.7648085,10,osm_point,False,True,False,insufficient_service_evidence,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:4374974795,usable,nhà cổ bên kia cầu,Vĩnh Long,museum,lịch sử|nghệ thuật|trong nhà|văn hóa,,unknown,10.234146,106.3707828,,https://www.openstreetmap.org/node/4374974795,,,False,False,null,,,,,30,60,120,category_default,,10.234146,106.3707828,10,osm_point,False,True,False,insufficient_service_evidence,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:4374974796,usable,Nhà cổ ông Xoát,Đồng Tháp,attraction,chụp ảnh|văn hóa,,unknown,10.3533995,106.0147632,,https://www.openstreetmap.org/node/4374974796,,,False,False,null,,,,,30,60,120,category_default,,10.3533995,106.0147632,10,osm_point,False,True,False,insufficient_service_evidence,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:4374974797,usable,Làng cổ Đông Hòa Hiệp,Đồng Tháp,attraction,chụp ảnh|văn hóa,,unknown,10.3465203,106.0079283,,https://www.openstreetmap.org/node/4374974797,,,False,False,null,,,,,30,60,120,category_default,,10.3465203,106.0079283,10,osm_point,False,True,False,insufficient_service_evidence,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:4374992097,usable,Nhà cổ ông Tòng,Đồng Tháp,attraction,chụp ảnh|văn hóa,,unknown,10.3396435,106.0185306,,https://www.openstreetmap.org/node/4374992097,,,False,False,null,,,,,30,60,120,category_default,,10.3396435,106.0185306,10,osm_point,False,True,False,insufficient_service_evidence,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:4374993693,usable,khám lớn Cần Thơ,Cần Thơ,museum,lịch sử|nghệ thuật|trong nhà|văn hóa,,unknown,10.036086,105.7883079,,https://www.openstreetmap.org/node/4374993693,,,False,False,null,,,,,30,60,120,category_default,,10.036086,105.7883079,10,osm_point,False,True,False,insufficient_service_evidence,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:4374995096,usable,Nhà thờ Thánh Tâm,Đồng Tháp,temple,lịch sử|tâm linh|văn hóa,,unknown,10.365074,106.6774215,,https://www.openstreetmap.org/node/4374995096,,,False,False,null,,,,,20,45,90,category_default,,10.365074,106.6774215,10,osm_point,False,True,False,insufficient_service_evidence,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:4374995102,usable,Chùa hang,An Giang,temple,lịch sử|tâm linh|văn hóa,,unknown,10.1394056,104.6395019,,https://www.openstreetmap.org/node/4374995102,,,False,False,null,,,,,20,45,90,category_default,,10.1394056,104.6395019,10,osm_point,False,True,False,insufficient_service_evidence,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:4374995393,usable,bảo tàng Gò Thành,Đồng Tháp,museum,lịch sử|nghệ thuật|trong nhà|văn hóa,,unknown,10.3904637,106.4596284,,https://www.openstreetmap.org/node/4374995393,,,False,False,null,,,,,30,60,120,category_default,,10.3904637,106.4596284,10,osm_point,False,True,False,insufficient_service_evidence,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:4375003793,usable,Người tình nhà cổ Bình Thủy,Cần Thơ,attraction,chụp ảnh|văn hóa,,unknown,10.0671487,105.7495174,,https://www.openstreetmap.org/node/4375003793,,,False,False,null,,,,,30,60,120,category_default,,10.0671487,105.7495174,10,osm_point,False,True,False,insufficient_service_evidence,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:4375003890,usable,bảo tàng gò,An Giang,museum,lịch sử|nghệ thuật|trong nhà|văn hóa,,unknown,10.2546073,105.1548045,,https://www.openstreetmap.org/node/4375003890,,,False,False,null,,,,,30,60,120,category_default,,10.2546073,105.1548045,10,osm_point,False,True,False,insufficient_service_evidence,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:4375604995,usable,Nhà Hàng Luna D' Autunno,Hà Nội,restaurant,trong nhà|ẩm thực,,unknown,21.0264034,105.842688,https://www.lunadautunno.vn/,https://www.openstreetmap.org/node/4375604995,,,False,False,null,,,,,45,60,90,category_default,,21.0264034,105.842688,10,osm_point,False,True,True,,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:4377349889,usable,Mr. Son,Đà Nẵng,restaurant,trong nhà|ẩm thực,,unknown,15.8752353,108.3283196,,https://www.openstreetmap.org/node/4377349889,,,False,False,null,,,,,45,60,90,category_default,,15.8752353,108.3283196,10,osm_point,False,True,False,insufficient_service_evidence,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:4378701501,usable,quan pho hong,Đà Nẵng,restaurant,trong nhà|ẩm thực,,unknown,16.0775502,108.2217728,,https://www.openstreetmap.org/node/4378701501,,Mo-Su 05:30-20:00,True,True,"[[[330,1200]],[[330,1200]],[[330,1200]],[[330,1200]],[[330,1200]],[[330,1200]],[[330,1200]]]",,,,,45,60,90,category_default,,16.0775502,108.2217728,10,osm_point,False,True,True,,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:4380328291,usable,"hầm số 5, gần ga Đa Thọ",Lâm Đồng,museum,lịch sử|nghệ thuật|trong nhà|văn hóa,,unknown,11.9129043,108.5298572,,https://www.openstreetmap.org/node/4380328291,,,False,False,null,,,,,30,60,120,category_default,,11.9129043,108.5298572,10,osm_point,False,True,False,insufficient_service_evidence,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:4380328692,usable,"hầm số 4, hầm Suối Dục gần ga Cầu Đất",Lâm Đồng,museum,lịch sử|nghệ thuật|trong nhà|văn hóa,,unknown,11.9007591,108.5306411,,https://www.openstreetmap.org/node/4380328692,,,False,False,null,,,,,30,60,120,category_default,,11.9007591,108.5306411,10,osm_point,False,True,False,insufficient_service_evidence,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:4381861689,usable,Quan Bia Minh,Hà Nội,cafe,thư giãn|ẩm thực,,unknown,21.0330123,105.8520208,,https://www.openstreetmap.org/node/4381861689,,,False,False,null,,,,,20,30,60,category_default,,21.0330123,105.8520208,10,osm_point,False,True,False,insufficient_service_evidence,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:4381918992,usable,Cà Phê Loading T,Hà Nội,cafe,thư giãn|ẩm thực,,unknown,21.0305248,105.8485873,,https://www.openstreetmap.org/node/4381918992,,Mo-Su 08:00-23:00,True,True,"[[[480,1380]],[[480,1380]],[[480,1380]],[[480,1380]],[[480,1380]],[[480,1380]],[[480,1380]]]",,,,,20,30,60,category_default,,21.0305248,105.8485873,10,osm_point,False,True,True,,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:4381924889,usable,Mien Xao Luon,Hà Nội,restaurant,trong nhà|ẩm thực,,unknown,21.0318532,105.8469051,,https://www.openstreetmap.org/node/4381924889,,Mo-Su 06:30-21:30,True,True,"[[[390,1290]],[[390,1290]],[[390,1290]],[[390,1290]],[[390,1290]],[[390,1290]],[[390,1290]]]",,,,,45,60,90,category_default,,21.0318532,105.8469051,10,osm_point,False,True,True,,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:4381937591,usable,Cà Phê Duy Trí,Hà Nội,cafe,thư giãn|ẩm thực,,unknown,21.0514592,105.8387858,,https://www.openstreetmap.org/node/4381937591,,,False,False,null,,,,,20,30,60,category_default,,21.0514592,105.8387858,10,osm_point,False,True,False,insufficient_service_evidence,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:4382109792,usable,bánh mỳ Doner Kebab Hùng Jock,Hà Nội,restaurant,trong nhà|ẩm thực,,unknown,21.0169944,105.8384247,,https://www.openstreetmap.org/node/4382109792,,,False,False,null,,,,,45,60,90,category_default,,21.0169944,105.8384247,10,osm_point,False,True,False,insufficient_service_evidence,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:4383436892,usable,El Gaucho,Hà Nội,restaurant,trong nhà|ẩm thực,,unknown,21.0244842,105.8563607,https://vn.elgaucho.asia/,https://www.openstreetmap.org/node/4383436892,,Mo-Su 17:00-21:00,True,True,"[[[1020,1260]],[[1020,1260]],[[1020,1260]],[[1020,1260]],[[1020,1260]],[[1020,1260]],[[1020,1260]]]",,,,,45,60,90,category_default,,21.0244842,105.8563607,10,osm_point,False,True,True,,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:4383692291,usable,aha Cafe,Hà Nội,cafe,thư giãn|ẩm thực,,unknown,21.0361437,105.852693,,https://www.openstreetmap.org/node/4383692291,,,False,False,null,,,,,20,30,60,category_default,,21.0361437,105.852693,10,osm_point,False,True,False,insufficient_service_evidence,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:4384760684,usable,Công Viên Sala,Hồ Chí Minh,park,gia đình|ngoài trời|thiên nhiên|thư giãn,,unknown,10.7712694,106.7250457,,https://www.openstreetmap.org/node/4384760684,,,False,False,null,,,,,30,60,120,category_default,,10.7712694,106.7250457,10,osm_point,False,True,False,insufficient_service_evidence,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:4386507990,usable,Tịnh xá BỬU SƠN,Đồng Nai,temple,lịch sử|tâm linh|văn hóa,,unknown,11.1782084,107.3227934,,https://www.openstreetmap.org/node/4386507990,,,False,False,null,,,,,20,45,90,category_default,,11.1782084,107.3227934,10,osm_point,False,True,False,insufficient_service_evidence,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:4386676224,usable,Chợ Miếu Bông,Đà Nẵng,market,mua sắm|văn hóa|ẩm thực,,unknown,15.97989,108.2089787,,https://www.openstreetmap.org/node/4386676224,,,False,False,null,,,,,30,60,90,category_default,,15.97989,108.2089787,10,osm_point,False,True,False,insufficient_service_evidence,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:4386749689,usable,phong kham da koa,Hà Nội,restaurant,trong nhà|ẩm thực,,unknown,21.0354586,105.8506329,,https://www.openstreetmap.org/node/4386749689,,,False,False,null,,,,,45,60,90,category_default,,21.0354586,105.8506329,10,osm_point,False,True,False,insufficient_service_evidence,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:4386893975,usable,Đình Đông,Ninh Bình,temple,lịch sử|tâm linh|văn hóa,,unknown,20.1719689,105.9247158,,https://www.openstreetmap.org/node/4386893975,,,False,False,null,,,,,20,45,90,category_default,,20.1719689,105.9247158,10,osm_point,False,True,False,insufficient_service_evidence,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:4387487189,usable,Suoi Nuoc Mooc,Quảng Trị,historic,chụp ảnh|lịch sử|văn hóa,,unknown,17.5553924,106.2357356,,https://www.openstreetmap.org/node/4387487189,,,False,False,null,,,,,20,45,75,category_default,,17.5553924,106.2357356,10,osm_point,False,True,False,insufficient_service_evidence,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:4387489190,usable,Hang Én Cave,Quảng Trị,attraction,chụp ảnh|văn hóa,,unknown,17.441321,106.292725,,https://www.openstreetmap.org/node/4387489190,,,False,False,null,,,,,30,60,120,category_default,,17.441321,106.292725,10,osm_point,False,True,False,insufficient_service_evidence,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:4388677795,usable,Coffee house,Hà Nội,cafe,thư giãn|ẩm thực,,unknown,21.0388476,105.9041729,,https://www.openstreetmap.org/node/4388677795,,,False,False,null,,,,,20,30,60,category_default,,21.0388476,105.9041729,10,osm_point,False,True,False,insufficient_service_evidence,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:4388677798,usable,Coffee family,Hà Nội,cafe,thư giãn|ẩm thực,,unknown,21.0402378,105.9049564,,https://www.openstreetmap.org/node/4388677798,,,False,False,null,,,,,20,30,60,category_default,,21.0402378,105.9049564,10,osm_point,False,True,False,insufficient_service_evidence,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:4388677799,usable,Nhà hàng Lẩu dê Tuấn Hằng,Hà Nội,restaurant,trong nhà|ẩm thực,,unknown,21.0438762,105.8983894,,https://www.openstreetmap.org/node/4388677799,,,False,False,null,,,,,45,60,90,category_default,,21.0438762,105.8983894,10,osm_point,False,True,False,insufficient_service_evidence,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:4388733103,usable,Hải Đăng coffee,Hà Nội,cafe,thư giãn|ẩm thực,,unknown,21.0387183,105.906079,,https://www.openstreetmap.org/node/4388733103,,,False,False,null,,,,,20,30,60,category_default,,21.0387183,105.906079,10,osm_point,False,True,False,insufficient_service_evidence,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:4389441895,usable,Bale Well,Đà Nẵng,restaurant,trong nhà|ẩm thực,,unknown,15.8789046,108.3297913,,https://www.openstreetmap.org/node/4389441895,,Mo-Su 10:00-22:00,True,True,"[[[600,1320]],[[600,1320]],[[600,1320]],[[600,1320]],[[600,1320]],[[600,1320]],[[600,1320]]]",4.5,138,Google Maps,2026-09-16T15:24:23.203048+00:00,45,60,90,category_default,,15.8789046,108.3297913,10,osm_point,False,True,True,,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:4395825999,usable,vuon nam kha,Đà Nẵng,restaurant,trong nhà|ẩm thực,,unknown,15.8776586,108.3303959,,https://www.openstreetmap.org/node/4395825999,,,False,False,null,,,,,45,60,90,category_default,,15.8776586,108.3303959,10,osm_point,False,True,False,insufficient_service_evidence,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:4398306991,usable,Linh Quy Pháp Ấn,Lâm Đồng,temple,lịch sử|tâm linh|văn hóa,,unknown,11.4115497,107.8705813,,https://www.openstreetmap.org/node/4398306991,,,False,False,null,,,,,20,45,90,category_default,,11.4115497,107.8705813,10,osm_point,False,True,False,insufficient_service_evidence,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:4398735890,usable,Da Huoai,Lâm Đồng,historic,chụp ảnh|lịch sử|văn hóa,,unknown,11.3894303,107.5460298,,https://www.openstreetmap.org/node/4398735890,,,False,False,null,,,,,20,45,75,category_default,,11.3894303,107.5460298,10,osm_point,False,True,False,insufficient_service_evidence,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:4401168601,usable,Nha Hang Le Ba Truyen ll,Đà Nẵng,restaurant,trong nhà|ẩm thực,,unknown,15.8831405,108.3243234,,https://www.openstreetmap.org/node/4401168601,,,False,False,null,,,,,45,60,90,category_default,,15.8831405,108.3243234,10,osm_point,False,True,False,insufficient_service_evidence,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:4401168602,usable,Nha Hang Com Nieu Hong Phuc 3,Đà Nẵng,restaurant,trong nhà|ẩm thực,,unknown,16.0272076,108.0621656,,https://www.openstreetmap.org/node/4401168602,,,False,False,null,,,,,45,60,90,category_default,,16.0272076,108.0621656,10,osm_point,False,True,False,insufficient_service_evidence,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:4401378391,usable,Red Beach Resort & Spa,Đà Nẵng,restaurant,trong nhà|ẩm thực,,unknown,16.094989,108.14677,,https://www.openstreetmap.org/node/4401378391,,,False,False,null,,,,,45,60,90,category_default,,16.094989,108.14677,10,osm_point,False,True,False,insufficient_service_evidence,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
osm:node:4401745714,usable,Đền Thờ Tổ Nghiệp,Hồ Chí Minh,temple,lịch sử|tâm linh|văn hóa,,unknown,10.8248743,106.8653688,https://kenh76.vn/,https://www.openstreetmap.org/node/4401745714,,,False,False,null,,,,,20,45,90,category_default,,10.8248743,106.8653688,10,osm_point,False,True,True,,mixed; see sources.csv and summary.json,v2-c829c8f3e2414108
