poi_id,short_minutes,typical_minutes,long_minutes,method,observation_id,verified_at
osm:way:1138955996,20,45,90,category_default,,
osm:way:1139091053,30,60,120,category_default,,
osm:way:1140667038,20,45,90,category_default,,
osm:way:1140751919,20,45,90,category_default,,
osm:way:1141562511,20,45,75,category_default,,
osm:way:1141876010,20,45,90,category_default,,
osm:way:1144130583,20,45,90,category_default,,
osm:way:1144267188,30,60,120,category_default,,
osm:way:1144380310,20,45,90,category_default,,
osm:way:1144380312,20,45,90,category_default,,
osm:way:1144380313,20,45,90,category_default,,
osm:way:1144380314,20,45,90,category_default,,
osm:way:1144380315,20,45,90,category_default,,
osm:way:1144380316,20,45,90,category_default,,
osm:way:1144380319,30,60,120,category_default,,
osm:way:1144380322,20,45,90,category_default,,
osm:way:1144380323,20,45,90,category_default,,
osm:way:1144380324,20,45,90,category_default,,
osm:way:1144380325,20,45,90,category_default,,
osm:way:1144380326,20,45,90,category_default,,
osm:way:1144380327,20,45,90,category_default,,
osm:way:1144380328,20,45,90,category_default,,
osm:way:1144380330,20,45,90,category_default,,
osm:way:1144867249,20,45,90,category_default,,
osm:way:1144867250,20,45,90,category_default,,
osm:way:1145090864,30,60,120,category_default,,
osm:way:1147083161,20,45,90,category_default,,
osm:way:1147083166,20,45,90,category_default,,
osm:way:1147629014,20,45,90,category_default,,
osm:way:1147665704,20,45,90,category_default,,
osm:way:1148179691,30,60,120,category_default,,
osm:way:1148275989,30,60,120,category_default,,
osm:way:1148275990,30,60,120,category_default,,
osm:way:1149062823,20,45,75,category_default,,
osm:way:1149372974,30,60,120,category_default,,
osm:way:1151001168,30,60,120,category_default,,
osm:way:1151001172,20,45,90,category_default,,
osm:way:1151575774,20,45,90,category_default,,
osm:way:1152451319,30,60,120,category_default,,
osm:way:1152993502,20,45,75,category_default,,
osm:way:1153689641,30,60,120,category_default,,
osm:way:1153950425,30,60,120,category_default,,
osm:way:1153950441,20,45,90,category_default,,
osm:way:1154060732,30,60,120,category_default,,
osm:way:1154085685,20,45,90,category_default,,
osm:way:1154098816,20,45,90,category_default,,
osm:way:1154164257,30,60,120,category_default,,
osm:way:1154310950,20,45,90,category_default,,
osm:way:1154310956,20,45,90,category_default,,
osm:way:1154556140,20,45,90,category_default,,
osm:way:1155364288,15,30,45,category_default,,
osm:way:1155926818,20,45,90,category_default,,
osm:way:1155931538,20,45,90,category_default,,
osm:way:1156119270,20,45,90,category_default,,
osm:way:1157136139,20,45,90,category_default,,
osm:way:1157172128,20,45,90,category_default,,
osm:way:1157172141,20,45,90,category_default,,
osm:way:1157899903,20,45,90,category_default,,
osm:way:1157899904,20,45,90,category_default,,
osm:way:1157899905,20,45,90,category_default,,
osm:way:1158936961,30,60,120,category_default,,
osm:way:1158936962,30,60,120,category_default,,
osm:way:1159101822,30,60,120,category_default,,
osm:way:1159104301,20,45,90,category_default,,
osm:way:1159104315,20,45,90,category_default,,
osm:way:1159104316,30,60,120,category_default,,
osm:way:1159104317,20,45,90,category_default,,
osm:way:1159104318,20,45,90,category_default,,
osm:way:1159194084,20,45,75,category_default,,
osm:way:1159194090,30,60,120,category_default,,
osm:way:1159194091,30,60,120,category_default,,
osm:way:1159194118,20,45,90,category_default,,
osm:way:1159194122,20,45,90,category_default,,
osm:way:1159206296,30,60,120,category_default,,
osm:way:1159206318,30,60,120,category_default,,
osm:way:1159691512,20,45,90,category_default,,
osm:way:1159707865,30,60,120,category_default,,
osm:way:1159707872,20,45,90,category_default,,
osm:way:1159707890,30,60,120,category_default,,
osm:way:1159707906,20,45,90,category_default,,
osm:way:1159707915,20,45,90,category_default,,
osm:way:1159707916,20,45,90,category_default,,
osm:way:1160002129,20,45,90,category_default,,
osm:way:1160002152,20,45,90,category_default,,
osm:way:1160002163,30,60,120,category_default,,
osm:way:1160002195,30,60,120,category_default,,
osm:way:1160002197,20,45,75,category_default,,
osm:way:1160394249,30,60,120,category_default,,
osm:way:1160394250,30,60,120,category_default,,
osm:way:1160706771,20,45,90,category_default,,
osm:way:1160706783,20,45,90,category_default,,
osm:way:1161279409,20,45,90,category_default,,
osm:way:1161501876,20,45,90,category_default,,
osm:way:1162603502,30,60,120,category_default,,
osm:way:1162837200,30,60,120,category_default,,
osm:way:1162904824,180,300,480,category_default,,
osm:way:1162972528,30,60,120,category_default,,
osm:way:1162972529,30,60,120,category_default,,
osm:way:1163531668,20,45,90,category_default,,
osm:way:1164583083,20,45,90,category_default,,
osm:way:1164606537,30,60,120,category_default,,
osm:way:1165063039,30,60,120,category_default,,
osm:way:1165380353,30,60,120,category_default,,
osm:way:1166293260,20,45,90,category_default,,
osm:way:1167351211,30,60,120,category_default,,
osm:way:1167382429,20,45,90,category_default,,
osm:way:1167471574,30,60,120,category_default,,
osm:way:1167526791,30,60,120,category_default,,
osm:way:1167664393,30,60,120,category_default,,
osm:way:1167680537,30,60,120,category_default,,
osm:way:1167968348,20,45,90,category_default,,
osm:way:1167997503,30,60,120,category_default,,
osm:way:1168222900,30,60,120,category_default,,
osm:way:1168427916,30,60,120,category_default,,
osm:way:1168494152,30,60,120,category_default,,
osm:way:1169249141,20,45,90,category_default,,
osm:way:1169531150,30,60,120,category_default,,
osm:way:1169561166,30,60,120,category_default,,
osm:way:1170979640,30,60,120,category_default,,
osm:way:1171508434,20,45,90,category_default,,
osm:way:1171510655,20,45,90,category_default,,
osm:way:1171597387,20,45,90,category_default,,
osm:way:1171597396,20,45,90,category_default,,
osm:way:1172894102,20,45,90,category_default,,
osm:way:1172897446,20,45,75,category_default,,
osm:way:1173092162,30,60,120,category_default,,
osm:way:1173092164,30,60,120,category_default,,
osm:way:1173092165,30,60,120,category_default,,
osm:way:1173102908,20,45,75,category_default,,
osm:way:1174066788,20,45,90,category_default,,
osm:way:1174245466,20,45,90,category_default,,
osm:way:1174290221,30,60,120,category_default,,
osm:way:1174302224,30,60,120,category_default,,
osm:way:1174490259,30,60,120,category_default,,
osm:way:1174779020,30,60,120,category_default,,
osm:way:1174779021,30,60,120,category_default,,
osm:way:1174779031,30,60,120,category_default,,
osm:way:1174779032,30,60,120,category_default,,
osm:way:1175041526,20,45,90,category_default,,
osm:way:1175041530,20,45,90,category_default,,
osm:way:1175259950,20,45,90,category_default,,
osm:way:1175388059,30,60,120,category_default,,
osm:way:1175447132,20,45,90,category_default,,
osm:way:1175724274,30,60,120,category_default,,
osm:way:1175724558,30,60,120,category_default,,
osm:way:1175814553,30,60,120,category_default,,
osm:way:1176733779,30,60,120,category_default,,
osm:way:1176733780,30,60,120,category_default,,
osm:way:1176733782,20,45,90,category_default,,
osm:way:1176733783,30,60,120,category_default,,
osm:way:1176733784,20,45,90,category_default,,
osm:way:1176733792,20,45,90,category_default,,
osm:way:1176733807,20,45,90,category_default,,
osm:way:1176733808,20,45,90,category_default,,
osm:way:1176760612,30,60,120,category_default,,
osm:way:1176760615,20,45,90,category_default,,
osm:way:1176900004,30,60,120,category_default,,
osm:way:1177046930,20,45,90,category_default,,
osm:way:1177046931,20,45,90,category_default,,
osm:way:1177961777,30,60,120,category_default,,
osm:way:1177961790,20,45,90,category_default,,
osm:way:1178305808,20,45,90,category_default,,
osm:way:1178305827,20,45,90,category_default,,
osm:way:1178329293,20,45,90,category_default,,
osm:way:1180466134,20,45,90,category_default,,
osm:way:1180919589,20,45,75,category_default,,
osm:way:1180919591,20,45,75,category_default,,
osm:way:1180919594,20,45,75,category_default,,
osm:way:1180996208,30,60,120,category_default,,
osm:way:1181062127,20,45,90,category_default,,
osm:way:1181158069,30,60,120,category_default,,
osm:way:1181235376,20,45,75,category_default,,
osm:way:1181428811,30,60,120,category_default,,
osm:way:1182376980,30,60,120,category_default,,
osm:way:1182444220,20,45,90,category_default,,
osm:way:1182462616,20,45,75,category_default,,
osm:way:1182462617,20,45,75,category_default,,
osm:way:1182462618,20,45,75,category_default,,
osm:way:1182462619,20,45,90,category_default,,
osm:way:1182462620,20,45,75,category_default,,
osm:way:1182462621,20,45,90,category_default,,
osm:way:1182478962,20,45,90,category_default,,
osm:way:1182814986,180,300,480,category_default,,
osm:way:1183371525,30,60,120,category_default,,
osm:way:1183371526,30,60,120,category_default,,
osm:way:1183371527,30,60,120,category_default,,
osm:way:1183721989,30,60,120,category_default,,
osm:way:1183911032,20,45,90,category_default,,
osm:way:1183911034,20,45,90,category_default,,
osm:way:1183970319,30,60,120,category_default,,
osm:way:1184247640,20,45,90,category_default,,
osm:way:1184591041,20,45,90,category_default,,
osm:way:1184773521,30,60,120,category_default,,
osm:way:1185338286,30,60,120,category_default,,
osm:way:1185338294,30,60,120,category_default,,
osm:way:118540998,30,60,120,category_default,,
osm:way:118541971,30,60,120,category_default,,
osm:way:118542146,20,45,90,category_default,,
osm:way:118542218,20,45,90,category_default,,
osm:way:118542399,20,45,90,category_default,,
osm:way:118542850,20,45,90,category_default,,
osm:way:1185443921,20,45,90,category_default,,
osm:way:1185457241,20,45,90,category_default,,
osm:way:1185648382,20,45,90,category_default,,
osm:way:1185756538,20,45,90,category_default,,
osm:way:1185791899,20,45,90,category_default,,
osm:way:1185901865,20,45,90,category_default,,
osm:way:1185910782,20,45,90,category_default,,
osm:way:118609193,20,45,75,category_default,,
osm:way:1186314679,20,45,90,category_default,,
osm:way:118691767,30,60,120,category_default,,
osm:way:1187726804,20,45,90,category_default,,
osm:way:1187726805,30,60,120,category_default,,
osm:way:1188004485,30,60,120,category_default,,
osm:way:1188107810,30,60,120,category_default,,
osm:way:1188107819,30,60,120,category_default,,
osm:way:1188107822,30,60,120,category_default,,
osm:way:1188468178,20,45,90,category_default,,
osm:way:1188537335,20,45,90,category_default,,
osm:way:1188537336,20,45,90,category_default,,
osm:way:1188922253,20,45,90,category_default,,
osm:way:1188968967,30,60,120,category_default,,
osm:way:1189078913,20,45,90,category_default,,
osm:way:1189163511,20,45,90,category_default,,
osm:way:1189163517,20,45,90,category_default,,
osm:way:1189163519,20,45,90,category_default,,
osm:way:1189163524,20,45,90,category_default,,
osm:way:1189163525,20,45,90,category_default,,
osm:way:1189319843,30,60,120,category_default,,
osm:way:1189320678,30,60,120,category_default,,
osm:way:1189320746,30,60,120,category_default,,
osm:way:1189321150,20,45,90,category_default,,
osm:way:1189393345,20,45,90,category_default,,
osm:way:1189393346,20,45,90,category_default,,
osm:way:1189409894,20,45,90,category_default,,
osm:way:118943765,180,300,480,category_default,,
osm:way:118950663,30,60,120,category_default,,
osm:way:1189688534,30,60,120,category_default,,
osm:way:1189743735,30,60,120,category_default,,
osm:way:1189797496,20,45,75,category_default,,
osm:way:1190725791,20,45,90,category_default,,
osm:way:1190841554,30,60,120,category_default,,
osm:way:1190946657,20,45,90,category_default,,
osm:way:1190946659,20,45,90,category_default,,
osm:way:1190946662,20,45,90,category_default,,
osm:way:1191966049,30,60,120,category_default,,
osm:way:1192418437,20,45,90,category_default,,
osm:way:1192418438,20,45,90,category_default,,
osm:way:1192418443,20,45,90,category_default,,
osm:way:1192553625,20,45,90,category_default,,
osm:way:1192560669,20,45,90,category_default,,
osm:way:119276185,30,60,120,category_default,,
osm:way:119276473,30,60,120,category_default,,
osm:way:1193057654,30,60,120,category_default,,
osm:way:1193271461,20,45,90,category_default,,
osm:way:1193781063,30,60,120,category_default,,
osm:way:1193800376,20,45,90,category_default,,
osm:way:1193888990,20,45,90,category_default,,
osm:way:1193890905,20,45,90,category_default,,
osm:way:119409588,20,45,90,category_default,,
osm:way:119409664,30,60,120,category_default,,
osm:way:1194208982,20,45,75,category_default,,
osm:way:1194211171,20,45,90,category_default,,
osm:way:1194336118,180,300,480,category_default,,
osm:way:1195398460,30,60,120,category_default,,
osm:way:1195550420,45,90,150,category_default,,
osm:way:1196276577,20,45,90,category_default,,
osm:way:1196350223,30,60,120,category_default,,
osm:way:1197139579,20,45,90,category_default,,
osm:way:1197139580,20,45,90,category_default,,
osm:way:1197872545,20,45,90,category_default,,
osm:way:1197897654,20,45,90,category_default,,
osm:way:1197972995,30,60,120,category_default,,
osm:way:1198519190,30,60,120,category_default,,
osm:way:1201121655,20,45,75,category_default,,
osm:way:1201583390,15,30,45,category_default,,
osm:way:1201597712,30,60,120,category_default,,
osm:way:1202245901,30,60,120,category_default,,
osm:way:1202801991,20,45,75,category_default,,
osm:way:1202801992,30,60,120,category_default,,
osm:way:1204347952,30,60,120,category_default,,
osm:way:1204348013,30,60,120,category_default,,
osm:way:1204348096,30,60,120,category_default,,
osm:way:1204348316,30,60,120,category_default,,
osm:way:1204348419,30,60,120,category_default,,
osm:way:1204348923,30,60,120,category_default,,
osm:way:1204349012,30,60,120,category_default,,
osm:way:1204349341,30,60,120,category_default,,
osm:way:1204900824,45,90,150,category_default,,
osm:way:1205258208,20,45,90,category_default,,
osm:way:1205388457,20,45,90,category_default,,
osm:way:1205388470,20,45,90,category_default,,
osm:way:1205391949,45,90,150,category_default,,
osm:way:1205391950,45,90,150,category_default,,
osm:way:1206016025,20,45,90,category_default,,
osm:way:1206016031,20,45,90,category_default,,
osm:way:1206016039,20,45,90,category_default,,
osm:way:1206299531,20,45,90,category_default,,
osm:way:1206331027,30,60,120,category_default,,
osm:way:1206750070,20,45,90,category_default,,
osm:way:1206750081,20,45,90,category_default,,
osm:way:1206750127,20,45,90,category_default,,
osm:way:1206821944,20,45,90,category_default,,
osm:way:1206899092,20,45,90,category_default,,
osm:way:1207058388,30,60,120,category_default,,
osm:way:1207058389,30,60,120,category_default,,
osm:way:1207058390,30,60,120,category_default,,
osm:way:1207063057,30,60,120,category_default,,
osm:way:1207157078,20,45,90,category_default,,
osm:way:1207157084,20,45,90,category_default,,
osm:way:1207457542,20,45,90,category_default,,
osm:way:1207457561,20,45,90,category_default,,
osm:way:1207626573,20,45,90,category_default,,
osm:way:1207678483,20,45,90,category_default,,
osm:way:1207678484,20,45,90,category_default,,
osm:way:1207798330,20,45,90,category_default,,
osm:way:1207798349,20,45,90,category_default,,
osm:way:1207798360,20,45,90,category_default,,
osm:way:1208006532,20,45,90,category_default,,
osm:way:1208006534,20,45,90,category_default,,
osm:way:1208021754,20,45,90,category_default,,
osm:way:1208021755,20,45,90,category_default,,
osm:way:1208021756,20,45,90,category_default,,
osm:way:1208021757,20,45,90,category_default,,
osm:way:1208021758,20,45,90,category_default,,
osm:way:1208021759,20,45,90,category_default,,
osm:way:1208021770,20,45,90,category_default,,
osm:way:1208021771,20,45,90,category_default,,
osm:way:1208653375,20,45,90,category_default,,
osm:way:1208694835,20,45,90,category_default,,
osm:way:1209246880,20,45,90,category_default,,
osm:way:1209246901,20,45,90,category_default,,
osm:way:1209671828,20,45,90,category_default,,
osm:way:1209795107,20,45,90,category_default,,
osm:way:1209822359,30,60,120,category_default,,
osm:way:1209944970,20,45,90,category_default,,
osm:way:1209974487,20,45,90,category_default,,
osm:way:1210064002,20,45,90,category_default,,
osm:way:1210064003,20,45,90,category_default,,
osm:way:1210064004,20,45,90,category_default,,
osm:way:1210064005,20,45,90,category_default,,
osm:way:1210064006,20,45,90,category_default,,
osm:way:1210064007,20,45,90,category_default,,
osm:way:1210064008,20,45,90,category_default,,
osm:way:1210064009,20,45,90,category_default,,
osm:way:1210064010,20,45,90,category_default,,
osm:way:1210064011,20,45,90,category_default,,
osm:way:1210064012,20,45,90,category_default,,
osm:way:1210064013,20,45,90,category_default,,
osm:way:1210064014,20,45,90,category_default,,
osm:way:1210064015,20,45,90,category_default,,
osm:way:1210064016,20,45,90,category_default,,
osm:way:1210064017,20,45,90,category_default,,
osm:way:1210064018,20,45,90,category_default,,
osm:way:1210064019,20,45,90,category_default,,
osm:way:1210064020,20,45,90,category_default,,
osm:way:1210064021,20,45,90,category_default,,
osm:way:1210064022,20,45,90,category_default,,
osm:way:1210064759,20,45,90,category_default,,
osm:way:1210064760,20,45,90,category_default,,
osm:way:1210071518,20,45,90,category_default,,
osm:way:1210315493,20,45,90,category_default,,
osm:way:1210315494,20,45,90,category_default,,
osm:way:1210315498,20,45,90,category_default,,
osm:way:1210315501,20,45,90,category_default,,
osm:way:1210315518,20,45,90,category_default,,
osm:way:1210468034,20,45,90,category_default,,
osm:way:1210566297,20,45,90,category_default,,
osm:way:1210579529,20,45,90,category_default,,
osm:way:1210579544,20,45,90,category_default,,
osm:way:1210802406,20,45,90,category_default,,
osm:way:1210929562,20,45,90,category_default,,
osm:way:1210929567,20,45,90,category_default,,
osm:way:1210984005,30,60,120,category_default,,
osm:way:1211031817,30,60,120,category_default,,
osm:way:1211031821,20,45,90,category_default,,
osm:way:1211305600,20,45,90,category_default,,
osm:way:1211305603,20,45,90,category_default,,
osm:way:1211305611,20,45,90,category_default,,
osm:way:1211530678,20,45,90,category_default,,
osm:way:1211556646,30,60,120,category_default,,
osm:way:1211625239,30,60,120,category_default,,
osm:way:1211729749,20,45,90,category_default,,
osm:way:1211892308,20,45,90,category_default,,
osm:way:1212006785,20,45,90,category_default,,
osm:way:1212006792,20,45,90,category_default,,
osm:way:1212216289,30,60,120,category_default,,
osm:way:1212252287,20,45,90,category_default,,
osm:way:1212465852,30,60,120,category_default,,
osm:way:1213235641,20,45,90,category_default,,
osm:way:1213238767,20,45,90,category_default,,
osm:way:1213393835,20,45,90,category_default,,
osm:way:1213628318,20,45,90,category_default,,
osm:way:1213777937,20,45,90,category_default,,
osm:way:1213847481,30,60,120,category_default,,
osm:way:1213872795,20,45,90,category_default,,
osm:way:1213872798,20,45,90,category_default,,
osm:way:1213883587,20,45,90,category_default,,
osm:way:1213883588,20,45,90,category_default,,
osm:way:1213885335,20,45,90,category_default,,
osm:way:1214273251,30,60,120,category_default,,
osm:way:1214284149,20,45,90,category_default,,
osm:way:1215108852,20,45,90,category_default,,
osm:way:1215418794,20,45,90,category_default,,
osm:way:1215418797,20,45,90,category_default,,
osm:way:1215418823,20,45,90,category_default,,
osm:way:1215418828,20,45,90,category_default,,
osm:way:1215489700,30,60,120,category_default,,
osm:way:1215518803,20,45,90,category_default,,
osm:way:1215596723,20,45,90,category_default,,
osm:way:1215596734,20,45,90,category_default,,
osm:way:1215899241,30,60,120,category_default,,
osm:way:1216154851,20,45,90,category_default,,
osm:way:1216770910,20,45,75,category_default,,
osm:way:1216840358,20,45,90,category_default,,
osm:way:1216840362,20,45,90,category_default,,
osm:way:1216840364,20,45,90,category_default,,
osm:way:1216845858,20,45,90,category_default,,
osm:way:1216845863,20,45,90,category_default,,
osm:way:1216845867,30,60,120,category_default,,
osm:way:1216969595,20,45,75,category_default,,
osm:way:1216969601,20,45,90,category_default,,
osm:way:1216969605,20,45,90,category_default,,
osm:way:1216969607,20,45,90,category_default,,
osm:way:1216978705,45,90,150,category_default,,
osm:way:1217390576,20,45,90,category_default,,
osm:way:1217731200,30,60,120,category_default,,
osm:way:1217737529,20,45,90,category_default,,
osm:way:1217737530,20,45,90,category_default,,
osm:way:1217933369,30,60,120,category_default,,
osm:way:1218075300,30,60,120,category_default,,
osm:way:1218673065,20,45,90,category_default,,
osm:way:1218848971,30,60,120,category_default,,
osm:way:1219244331,30,60,120,category_default,,
osm:way:1219524639,30,60,120,category_default,,
osm:way:1219698158,20,45,90,category_default,,
osm:way:1219698159,20,45,90,category_default,,
osm:way:1219698168,20,45,90,category_default,,
osm:way:1219991538,30,60,120,category_default,,
osm:way:1220962049,30,60,120,category_default,,
osm:way:1221231567,30,60,120,category_default,,
osm:way:1221371378,20,45,90,category_default,,
osm:way:1221493476,30,60,120,category_default,,
osm:way:1221686021,20,45,90,category_default,,
osm:way:1221686024,20,45,90,category_default,,
osm:way:1221686026,20,45,90,category_default,,
osm:way:1221686032,20,45,90,category_default,,
osm:way:1221946002,20,45,90,category_default,,
osm:way:1222703225,30,60,120,category_default,,
osm:way:1222753570,30,60,120,category_default,,
osm:way:1222783976,20,45,90,category_default,,
osm:way:1223159241,20,45,90,category_default,,
osm:way:1223159261,20,45,90,category_default,,
osm:way:1223159275,20,45,90,category_default,,
osm:way:1223159277,20,45,90,category_default,,
osm:way:1223169238,30,60,120,category_default,,
osm:way:1223384698,30,60,120,category_default,,
osm:way:1223405327,20,45,90,category_default,,
osm:way:1223490974,30,60,120,category_default,,
osm:way:1223749451,20,45,90,category_default,,
osm:way:1224026989,30,60,120,category_default,,
osm:way:1224027738,30,60,120,category_default,,
osm:way:1224486078,30,60,120,category_default,,
osm:way:1224542073,20,45,90,category_default,,
osm:way:1224784663,20,45,90,category_default,,
osm:way:1224796552,20,45,90,category_default,,
osm:way:1224862507,20,45,90,category_default,,
osm:way:1225163272,20,45,90,category_default,,
osm:way:1225233354,20,45,90,category_default,,
osm:way:1225233356,20,45,90,category_default,,
osm:way:1225233361,20,45,90,category_default,,
osm:way:1225234972,20,45,90,category_default,,
osm:way:1225343578,20,45,90,category_default,,
osm:way:1226265834,20,45,90,category_default,,
osm:way:1227132982,30,60,120,category_default,,
osm:way:1227132983,30,60,120,category_default,,
osm:way:1228058639,20,45,90,category_default,,
osm:way:1228356968,20,45,90,category_default,,
osm:way:1228356978,20,45,90,category_default,,
osm:way:1228551913,30,60,120,category_default,,
osm:way:1228650506,30,60,120,category_default,,
osm:way:1229027471,30,60,120,category_default,,
osm:way:1229027637,30,60,120,category_default,,
osm:way:1229058095,20,45,90,category_default,,
osm:way:1229058096,20,45,90,category_default,,
osm:way:1229062099,20,45,90,category_default,,
osm:way:1229062101,20,45,90,category_default,,
osm:way:1229267979,20,45,90,category_default,,
osm:way:1229270358,20,45,90,category_default,,
osm:way:1229451553,20,45,75,category_default,,
osm:way:1229711415,20,45,90,category_default,,
osm:way:1230281236,20,45,90,category_default,,
osm:way:1230498807,20,45,90,category_default,,
osm:way:1230498810,20,45,90,category_default,,
osm:way:1230498813,20,45,90,category_default,,
osm:way:1230637669,20,45,75,category_default,,
osm:way:1230653225,20,45,90,category_default,,
osm:way:1231803011,20,45,90,category_default,,
osm:way:1231813009,20,45,90,category_default,,
osm:way:1231813013,20,45,90,category_default,,
osm:way:1232490706,20,45,90,category_default,,
osm:way:1232642185,20,45,90,category_default,,
osm:way:1232706726,20,45,90,category_default,,
osm:way:1232939478,20,45,90,category_default,,
osm:way:1233308978,30,60,120,category_default,,
osm:way:1233309028,20,45,90,category_default,,
osm:way:1233983136,20,45,90,category_default,,
osm:way:1234036432,30,60,90,category_default,,
osm:way:1234036437,30,60,120,category_default,,
osm:way:1234516451,20,45,90,category_default,,
osm:way:1234609610,20,45,90,category_default,,
osm:way:1234926599,30,60,120,category_default,,
osm:way:1234926600,30,60,120,category_default,,
osm:way:1234939217,30,60,120,category_default,,
osm:way:1235174572,30,60,120,category_default,,
osm:way:1235220367,20,45,90,category_default,,
osm:way:1235353536,30,60,120,category_default,,
osm:way:1235362860,30,60,120,category_default,,
osm:way:1235472350,20,45,90,category_default,,
osm:way:1235472354,20,45,90,category_default,,
osm:way:1235472357,20,45,90,category_default,,
osm:way:1235955980,20,45,75,category_default,,
osm:way:1236026917,20,45,90,category_default,,
osm:way:1236262688,20,45,90,category_default,,
osm:way:1236492835,30,60,120,category_default,,
osm:way:1236540515,20,45,90,category_default,,
osm:way:1236632738,20,45,90,category_default,,
osm:way:1236634389,20,45,90,category_default,,
osm:way:1236634391,20,45,90,category_default,,
osm:way:1237254137,30,60,120,category_default,,
osm:way:1237558225,20,45,90,category_default,,
osm:way:1237659963,20,45,90,category_default,,
osm:way:1237761658,20,45,75,category_default,,
osm:way:1237940041,20,45,90,category_default,,
osm:way:1238050566,20,45,90,category_default,,
osm:way:1238068910,20,45,90,category_default,,
osm:way:1238243357,20,45,90,category_default,,
osm:way:1238255167,30,60,120,category_default,,
osm:way:1238828913,20,45,90,category_default,,
osm:way:1239290934,45,90,150,category_default,,
osm:way:1239303028,30,60,120,category_default,,
osm:way:1239425732,20,45,90,category_default,,
osm:way:1239797870,20,45,90,category_default,,
osm:way:1240363497,20,45,90,category_default,,
osm:way:1240729270,20,45,90,category_default,,
osm:way:1240729277,20,45,90,category_default,,
osm:way:1240729284,20,45,90,category_default,,
osm:way:1240963712,20,45,90,category_default,,
osm:way:1241078668,20,45,90,category_default,,
osm:way:1241284759,20,45,90,category_default,,
osm:way:1241284774,20,45,90,category_default,,
osm:way:1241558565,20,45,90,category_default,,
osm:way:1241794322,20,45,90,category_default,,
osm:way:1241856352,20,45,90,category_default,,
osm:way:1242167112,20,45,90,category_default,,
osm:way:1242384707,20,45,90,category_default,,
osm:way:1243468922,20,45,90,category_default,,
osm:way:1244074812,20,45,90,category_default,,
osm:way:1244602800,20,45,90,category_default,,
osm:way:1244766999,20,45,90,category_default,,
osm:way:1244769154,30,60,120,category_default,,
osm:way:1244777179,20,45,75,category_default,,
osm:way:1245422040,20,45,90,category_default,,
osm:way:1245997779,20,45,90,category_default,,
osm:way:1246229021,20,45,75,category_default,,
osm:way:1246953698,20,45,90,category_default,,
osm:way:1246953700,20,45,90,category_default,,
osm:way:1246953701,20,45,90,category_default,,
osm:way:1247135450,30,60,120,category_default,,
osm:way:1247489930,20,45,90,category_default,,
osm:way:1248090394,30,60,120,category_default,,
osm:way:1248090403,20,45,90,category_default,,
osm:way:1248090410,20,45,90,category_default,,
osm:way:1248090420,20,45,90,category_default,,
osm:way:124877385,30,60,120,category_default,,
osm:way:1248970095,30,60,120,category_default,,
osm:way:1249796827,20,45,75,category_default,,
osm:way:1249903487,30,60,120,category_default,,
osm:way:1250193564,30,60,120,category_default,,
osm:way:1250198544,20,45,90,category_default,,
osm:way:1250240976,20,45,90,category_default,,
osm:way:1250662270,20,45,90,category_default,,
osm:way:1250662285,20,45,90,category_default,,
osm:way:1250662287,20,45,90,category_default,,
osm:way:1250726825,20,45,90,category_default,,
osm:way:1250830091,20,45,90,category_default,,
osm:way:1250983169,20,45,90,category_default,,
osm:way:1250983173,20,45,90,category_default,,
osm:way:1251537883,20,45,75,category_default,,
osm:way:1251617787,30,60,120,category_default,,
osm:way:1251617788,30,60,120,category_default,,
osm:way:1251617810,30,60,120,category_default,,
osm:way:1252174959,30,60,120,category_default,,
osm:way:1252183181,20,45,75,category_default,,
osm:way:1252368755,30,60,120,category_default,,
osm:way:1252428630,30,60,120,category_default,,
osm:way:1252486503,30,60,120,category_default,,
osm:way:1252772822,30,60,120,category_default,,
osm:way:1252774078,30,60,120,category_default,,
osm:way:1253201592,20,45,75,category_default,,
osm:way:1253658488,20,45,90,category_default,,
osm:way:1253839879,30,60,120,category_default,,
osm:way:1253905584,30,60,120,category_default,,
osm:way:1254909519,30,60,120,category_default,,
osm:way:1255165409,20,45,90,category_default,,
osm:way:1255802866,20,45,90,category_default,,
osm:way:1256790914,30,60,120,category_default,,
osm:way:1256790915,30,60,120,category_default,,
osm:way:1257321872,20,45,75,category_default,,
osm:way:1257492050,30,60,120,category_default,,
osm:way:1258166110,30,60,120,category_default,,
osm:way:1261863635,30,60,120,category_default,,
osm:way:1262109441,30,60,120,category_default,,
osm:way:1264135486,20,45,90,category_default,,
osm:way:1265740821,45,90,150,category_default,,
osm:way:1265945865,30,60,120,category_default,,
osm:way:1266718113,30,60,120,category_default,,
osm:way:1267152786,30,60,120,category_default,,
osm:way:1267828465,20,45,90,category_default,,
osm:way:1269984173,20,45,90,category_default,,
osm:way:1270360767,30,60,120,category_default,,
osm:way:1270360775,30,60,120,category_default,,
osm:way:1270429377,20,45,90,category_default,,
osm:way:1270837179,30,60,120,category_default,,
osm:way:1270837183,30,60,120,category_default,,
osm:way:1271043476,30,60,120,category_default,,
osm:way:1271966873,20,45,90,category_default,,
osm:way:1272195370,20,45,90,category_default,,
osm:way:1272195372,20,45,90,category_default,,
osm:way:1272195373,20,45,90,category_default,,
osm:way:1272195376,20,45,90,category_default,,
osm:way:1272225917,20,45,90,category_default,,
osm:way:1272225941,20,45,90,category_default,,
osm:way:1272507460,20,45,90,category_default,,
osm:way:1272644423,20,45,75,category_default,,
