poi_id,short_minutes,typical_minutes,long_minutes,method,observation_id,verified_at
osm:way:744059396,20,45,90,category_default,,
osm:way:744059397,20,45,90,category_default,,
osm:way:744217938,20,45,90,category_default,,
osm:way:744239501,20,45,90,category_default,,
osm:way:744244414,20,45,90,category_default,,
osm:way:744244420,20,45,90,category_default,,
osm:way:744254963,20,45,90,category_default,,
osm:way:744255002,20,45,90,category_default,,
osm:way:744255011,20,45,90,category_default,,
osm:way:744585754,20,45,90,category_default,,
osm:way:744585760,20,45,90,category_default,,
osm:way:744623398,20,45,90,category_default,,
osm:way:744623401,20,45,90,category_default,,
osm:way:744623438,20,45,90,category_default,,
osm:way:744623442,20,45,90,category_default,,
osm:way:744623458,20,45,90,category_default,,
osm:way:744623459,20,45,90,category_default,,
osm:way:744623476,20,45,90,category_default,,
osm:way:744898250,20,45,90,category_default,,
osm:way:744898289,20,45,90,category_default,,
osm:way:744898299,20,45,90,category_default,,
osm:way:744898302,20,45,90,category_default,,
osm:way:744909320,20,45,90,category_default,,
osm:way:745694259,20,45,90,category_default,,
osm:way:745694283,20,45,90,category_default,,
osm:way:745694308,20,45,90,category_default,,
osm:way:745694317,30,60,120,category_default,,
osm:way:746227054,20,45,90,category_default,,
osm:way:746227058,30,60,120,category_default,,
osm:way:746297233,30,60,120,category_default,,
osm:way:746297286,20,45,90,category_default,,
osm:way:746297307,20,45,90,category_default,,
osm:way:746366638,20,45,90,category_default,,
osm:way:746366641,20,45,90,category_default,,
osm:way:746366643,20,45,90,category_default,,
osm:way:746366648,20,45,90,category_default,,
osm:way:746366664,20,45,90,category_default,,
osm:way:746366678,20,45,90,category_default,,
osm:way:746366686,20,45,90,category_default,,
osm:way:746366691,20,45,90,category_default,,
osm:way:746366693,20,45,90,category_default,,
osm:way:746366698,20,45,90,category_default,,
osm:way:746366782,20,45,90,category_default,,
osm:way:746366800,20,45,90,category_default,,
osm:way:746634969,20,45,90,category_default,,
osm:way:746959061,20,45,90,category_default,,
osm:way:746959063,20,45,90,category_default,,
osm:way:746959066,20,45,90,category_default,,
osm:way:746959073,20,45,90,category_default,,
osm:way:746959074,20,45,90,category_default,,
osm:way:746959098,20,45,90,category_default,,
osm:way:746959101,20,45,90,category_default,,
osm:way:747193538,20,45,90,category_default,,
osm:way:747273526,20,45,90,category_default,,
osm:way:747273550,20,45,90,category_default,,
osm:way:747273570,20,45,90,category_default,,
osm:way:747273586,20,45,90,category_default,,
osm:way:747729921,20,45,90,category_default,,
osm:way:747789979,20,45,75,category_default,,
osm:way:748630920,20,45,90,category_default,,
osm:way:748644350,20,45,90,category_default,,
osm:way:748644373,20,45,90,category_default,,
osm:way:748909494,20,45,90,category_default,,
osm:way:748909507,20,45,90,category_default,,
osm:way:748916976,20,45,90,category_default,,
osm:way:748916995,20,45,90,category_default,,
osm:way:748937182,20,45,90,category_default,,
osm:way:748981245,20,45,90,category_default,,
osm:way:748981246,20,45,90,category_default,,
osm:way:748981247,20,45,90,category_default,,
osm:way:748981309,30,60,120,category_default,,
osm:way:748986244,20,45,90,category_default,,
osm:way:748986256,20,45,90,category_default,,
osm:way:748986258,20,45,90,category_default,,
osm:way:749118702,20,45,90,category_default,,
osm:way:749175653,20,45,90,category_default,,
osm:way:749175656,20,45,90,category_default,,
osm:way:749707960,20,45,90,category_default,,
osm:way:749776006,20,45,90,category_default,,
osm:way:750088159,20,45,90,category_default,,
osm:way:750619593,20,45,90,category_default,,
osm:way:750651737,30,60,120,category_default,,
osm:way:75065375,45,90,150,category_default,,
osm:way:750745976,20,45,90,category_default,,
osm:way:750745977,20,45,90,category_default,,
osm:way:750745981,45,90,150,category_default,,
osm:way:751029497,30,60,120,category_default,,
osm:way:751042594,30,60,120,category_default,,
osm:way:751042595,30,60,120,category_default,,
osm:way:751042596,30,60,120,category_default,,
osm:way:751042597,30,60,120,category_default,,
osm:way:751056506,45,90,150,category_default,,
osm:way:751056510,30,60,120,category_default,,
osm:way:751056520,20,45,75,category_default,,
osm:way:751056562,30,60,120,category_default,,
osm:way:751056573,30,60,120,category_default,,
osm:way:751056576,30,60,120,category_default,,
osm:way:751056577,30,60,120,category_default,,
osm:way:751056578,30,60,120,category_default,,
osm:way:751056604,30,60,120,category_default,,
osm:way:751056607,30,60,120,category_default,,
osm:way:751056610,30,60,120,category_default,,
osm:way:751205964,20,45,90,category_default,,
osm:way:751211612,20,45,90,category_default,,
osm:way:751261585,45,90,150,category_default,,
osm:way:751461192,30,60,120,category_default,,
osm:way:751836548,30,60,120,category_default,,
osm:way:751858952,45,90,150,category_default,,
osm:way:751858953,45,90,150,category_default,,
osm:way:752685430,20,45,90,category_default,,
osm:way:752991343,45,90,150,category_default,,
osm:way:752991350,45,90,150,category_default,,
osm:way:753491820,60,120,180,category_default,,
osm:way:753491821,45,90,150,category_default,,
osm:way:753491822,45,90,150,category_default,,
osm:way:753491824,45,90,150,category_default,,
osm:way:753496272,45,90,150,category_default,,
osm:way:753518096,45,90,150,category_default,,
osm:way:753518100,45,90,150,category_default,,
osm:way:753880884,20,45,90,category_default,,
osm:way:753880892,20,45,90,category_default,,
osm:way:753880893,20,45,90,category_default,,
osm:way:753880894,20,45,90,category_default,,
osm:way:754264564,20,45,90,category_default,,
osm:way:754264578,20,45,90,category_default,,
osm:way:754264591,20,45,90,category_default,,
osm:way:754264593,20,45,90,category_default,,
osm:way:754264594,20,45,90,category_default,,
osm:way:754264609,20,45,90,category_default,,
osm:way:755359595,30,60,120,category_default,,
osm:way:755508145,45,90,150,category_default,,
osm:way:755950663,20,45,90,category_default,,
osm:way:756879229,30,60,120,category_default,,
osm:way:757223920,20,45,90,category_default,,
osm:way:757223922,20,45,90,category_default,,
osm:way:757223924,20,45,90,category_default,,
osm:way:757223925,20,45,90,category_default,,
osm:way:757341497,30,60,120,category_default,,
osm:way:759193012,20,45,90,category_default,,
osm:way:759913076,30,60,120,category_default,,
osm:way:759974064,60,120,180,category_default,,
osm:way:760601272,20,45,90,category_default,,
osm:way:761235166,20,45,90,category_default,,
osm:way:761235177,20,45,90,category_default,,
osm:way:761235197,20,45,90,category_default,,
osm:way:761416294,20,45,90,category_default,,
osm:way:762125891,20,45,90,category_default,,
osm:way:762128816,20,45,90,category_default,,
osm:way:762128831,20,45,90,category_default,,
osm:way:762162568,20,45,90,category_default,,
osm:way:762231844,20,45,90,category_default,,
osm:way:762231869,20,45,90,category_default,,
osm:way:762456417,20,45,90,category_default,,
osm:way:762456421,20,45,90,category_default,,
osm:way:762456424,20,45,90,category_default,,
osm:way:762456426,20,45,90,category_default,,
osm:way:762456707,20,45,90,category_default,,
osm:way:762771467,30,60,120,category_default,,
osm:way:762785878,20,45,90,category_default,,
osm:way:762857148,20,45,90,category_default,,
osm:way:762857149,20,45,90,category_default,,
osm:way:762882338,20,45,90,category_default,,
osm:way:763107728,20,45,90,category_default,,
osm:way:763107733,20,45,90,category_default,,
osm:way:763352478,20,45,90,category_default,,
osm:way:763352555,20,45,90,category_default,,
osm:way:763352556,20,45,90,category_default,,
osm:way:763352566,20,45,90,category_default,,
osm:way:763352571,20,45,90,category_default,,
osm:way:763352693,20,45,90,category_default,,
osm:way:764092577,30,60,120,category_default,,
osm:way:764092578,30,60,120,category_default,,
osm:way:764092579,30,60,120,category_default,,
osm:way:764094817,20,45,90,category_default,,
osm:way:764094824,20,45,90,category_default,,
osm:way:764169939,20,45,90,category_default,,
osm:way:764169976,20,45,90,category_default,,
osm:way:764169981,20,45,90,category_default,,
osm:way:764357285,20,45,90,category_default,,
osm:way:764357318,20,45,90,category_default,,
osm:way:764357319,20,45,90,category_default,,
osm:way:764553901,20,45,90,category_default,,
osm:way:764553905,20,45,90,category_default,,
osm:way:764553909,20,45,90,category_default,,
osm:way:764553914,20,45,90,category_default,,
osm:way:764553915,20,45,90,category_default,,
osm:way:765136203,20,45,90,category_default,,
osm:way:765975780,20,45,90,category_default,,
osm:way:765975781,20,45,90,category_default,,
osm:way:766661825,20,45,90,category_default,,
osm:way:766661840,20,45,90,category_default,,
osm:way:766661893,20,45,90,category_default,,
osm:way:766661894,20,45,90,category_default,,
osm:way:766661910,20,45,90,category_default,,
osm:way:766661928,20,45,90,category_default,,
osm:way:766661949,20,45,90,category_default,,
osm:way:766661988,20,45,90,category_default,,
osm:way:766662020,20,45,90,category_default,,
osm:way:766662028,20,45,90,category_default,,
osm:way:766662044,20,45,90,category_default,,
osm:way:766662108,20,45,90,category_default,,
osm:way:767121271,20,45,90,category_default,,
osm:way:767859411,20,45,90,category_default,,
osm:way:767859412,20,45,90,category_default,,
osm:way:767860424,20,45,90,category_default,,
osm:way:768410220,20,45,90,category_default,,
osm:way:768420567,20,45,90,category_default,,
osm:way:768420585,20,45,90,category_default,,
osm:way:768696743,20,45,90,category_default,,
osm:way:768696748,20,45,90,category_default,,
osm:way:768696776,20,45,90,category_default,,
osm:way:768857660,20,45,90,category_default,,
osm:way:769028650,30,60,120,category_default,,
osm:way:769111901,30,60,120,category_default,,
osm:way:769188151,30,60,120,category_default,,
osm:way:769918656,30,60,120,category_default,,
osm:way:769934502,20,45,90,category_default,,
osm:way:769948377,20,45,90,category_default,,
osm:way:769948435,20,45,90,category_default,,
osm:way:769948478,20,45,90,category_default,,
osm:way:770242548,30,60,120,category_default,,
osm:way:770242549,30,60,120,category_default,,
osm:way:770242551,30,60,120,category_default,,
osm:way:770242552,30,60,120,category_default,,
osm:way:770242553,30,60,120,category_default,,
osm:way:770242554,30,60,120,category_default,,
osm:way:770242555,30,60,120,category_default,,
osm:way:770242556,30,60,120,category_default,,
osm:way:770242557,30,60,120,category_default,,
osm:way:770242558,30,60,120,category_default,,
osm:way:770242559,30,60,120,category_default,,
osm:way:770242560,30,60,120,category_default,,
osm:way:770242561,30,60,120,category_default,,
osm:way:770242562,30,60,120,category_default,,
osm:way:770242563,30,60,120,category_default,,
osm:way:770242564,30,60,120,category_default,,
osm:way:770242565,30,60,120,category_default,,
osm:way:770242566,30,60,120,category_default,,
osm:way:770242567,30,60,120,category_default,,
osm:way:770242568,30,60,120,category_default,,
osm:way:770242569,30,60,120,category_default,,
osm:way:770242570,30,60,120,category_default,,
osm:way:770242571,30,60,120,category_default,,
osm:way:770242602,30,60,120,category_default,,
osm:way:770242604,30,60,120,category_default,,
osm:way:770242605,30,60,120,category_default,,
osm:way:770242606,30,60,120,category_default,,
osm:way:770242607,30,60,120,category_default,,
osm:way:770242619,30,60,120,category_default,,
osm:way:770242620,30,60,120,category_default,,
osm:way:770272739,30,60,120,category_default,,
osm:way:770299541,30,60,120,category_default,,
osm:way:770299542,30,60,120,category_default,,
osm:way:770299543,30,60,120,category_default,,
osm:way:770299544,30,60,120,category_default,,
osm:way:770299545,30,60,120,category_default,,
osm:way:770299546,30,60,120,category_default,,
osm:way:770299547,30,60,120,category_default,,
osm:way:770299549,30,60,120,category_default,,
osm:way:770299552,30,60,120,category_default,,
osm:way:770299553,30,60,120,category_default,,
osm:way:770299554,30,60,120,category_default,,
osm:way:770328951,30,60,120,category_default,,
osm:way:770328953,30,60,120,category_default,,
osm:way:770328954,30,60,120,category_default,,
osm:way:770328955,30,60,120,category_default,,
osm:way:770328956,30,60,120,category_default,,
osm:way:770328958,30,60,120,category_default,,
osm:way:770328959,30,60,120,category_default,,
osm:way:770328960,30,60,120,category_default,,
osm:way:770336406,30,60,120,category_default,,
osm:way:770840666,20,45,90,category_default,,
osm:way:771244228,30,60,120,category_default,,
osm:way:771244236,30,60,120,category_default,,
osm:way:771397970,20,45,90,category_default,,
osm:way:771414913,20,45,90,category_default,,
osm:way:771415504,20,45,90,category_default,,
osm:way:771449013,20,45,90,category_default,,
osm:way:771691984,20,45,90,category_default,,
osm:way:771710580,20,45,90,category_default,,
osm:way:771764791,20,45,90,category_default,,
osm:way:771819669,20,45,90,category_default,,
osm:way:77183584,30,60,120,category_default,,
osm:way:772041801,30,60,120,category_default,,
osm:way:772041809,30,60,120,category_default,,
osm:way:772057039,20,45,90,category_default,,
osm:way:773078222,20,45,90,category_default,,
osm:way:773078223,30,60,120,category_default,,
osm:way:773611872,20,45,90,category_default,,
osm:way:773737996,20,45,90,category_default,,
osm:way:773738026,20,45,90,category_default,,
osm:way:773803730,20,45,90,category_default,,
osm:way:775773134,45,90,150,category_default,,
osm:way:776328314,20,45,90,category_default,,
osm:way:776328316,20,45,90,category_default,,
osm:way:776345024,20,45,90,category_default,,
osm:way:776437155,30,60,120,category_default,,
osm:way:776437157,20,45,90,category_default,,
osm:way:776437158,20,45,90,category_default,,
osm:way:776438252,30,60,120,category_default,,
osm:way:776810955,20,45,90,category_default,,
osm:way:776811000,20,45,90,category_default,,
osm:way:777200131,20,45,90,category_default,,
osm:way:777200332,20,45,90,category_default,,
osm:way:777437101,20,45,90,category_default,,
osm:way:777438901,20,45,75,category_default,,
osm:way:777888640,30,60,120,category_default,,
osm:way:777888641,30,60,120,category_default,,
osm:way:777888642,30,60,120,category_default,,
osm:way:777888643,30,60,120,category_default,,
osm:way:777891292,30,60,120,category_default,,
osm:way:777891293,30,60,120,category_default,,
osm:way:777891294,30,60,120,category_default,,
osm:way:777891295,30,60,120,category_default,,
osm:way:777891296,30,60,120,category_default,,
osm:way:777891297,30,60,120,category_default,,
osm:way:777891298,30,60,120,category_default,,
osm:way:777891299,30,60,120,category_default,,
osm:way:777891300,30,60,120,category_default,,
osm:way:778146368,30,60,120,category_default,,
osm:way:779903775,20,45,90,category_default,,
osm:way:779903783,20,45,90,category_default,,
osm:way:779903784,20,45,90,category_default,,
osm:way:779903788,20,45,90,category_default,,
osm:way:779903816,20,45,90,category_default,,
osm:way:779903817,20,45,90,category_default,,
osm:way:780121232,30,60,120,category_default,,
osm:way:780127467,30,60,120,category_default,,
osm:way:780127468,20,45,90,category_default,,
osm:way:780440511,30,60,120,category_default,,
osm:way:780440810,30,60,120,category_default,,
osm:way:780484947,20,45,90,category_default,,
osm:way:782864077,30,60,120,category_default,,
osm:way:783059395,30,60,120,category_default,,
osm:way:784087628,30,60,120,category_default,,
osm:way:784087636,30,60,120,category_default,,
osm:way:784087637,30,60,120,category_default,,
osm:way:784360799,20,45,90,category_default,,
osm:way:784360800,20,45,90,category_default,,
osm:way:786204363,20,45,90,category_default,,
osm:way:786450853,20,45,90,category_default,,
osm:way:786548030,20,45,90,category_default,,
osm:way:786548083,30,60,120,category_default,,
osm:way:786574341,20,45,90,category_default,,
osm:way:786580801,30,60,120,category_default,,
osm:way:788324533,45,90,150,category_default,,
osm:way:788721493,30,60,120,category_default,,
osm:way:788741938,30,60,120,category_default,,
osm:way:790529372,20,45,90,category_default,,
osm:way:790529433,20,45,75,category_default,,
osm:way:790529451,20,45,90,category_default,,
osm:way:790529453,20,45,90,category_default,,
osm:way:790529481,20,45,90,category_default,,
osm:way:790529482,20,45,90,category_default,,
osm:way:790627042,20,45,90,category_default,,
osm:way:790787160,20,45,90,category_default,,
osm:way:790787162,20,45,90,category_default,,
osm:way:790787167,20,45,90,category_default,,
osm:way:790787185,30,60,120,category_default,,
osm:way:790939026,30,60,120,category_default,,
osm:way:790983273,20,45,90,category_default,,
osm:way:791041143,20,45,90,category_default,,
osm:way:791795169,30,60,120,category_default,,
osm:way:792193848,20,45,90,category_default,,
osm:way:792193852,20,45,90,category_default,,
osm:way:792193864,20,45,90,category_default,,
osm:way:792599156,20,45,90,category_default,,
osm:way:792920101,20,45,90,category_default,,
osm:way:792920102,20,45,90,category_default,,
osm:way:792920103,20,45,90,category_default,,
osm:way:792920113,20,45,90,category_default,,
osm:way:792920139,20,45,90,category_default,,
osm:way:794223490,20,45,90,category_default,,
osm:way:795142588,30,60,120,category_default,,
osm:way:795142945,30,60,120,category_default,,
osm:way:796360470,20,45,90,category_default,,
osm:way:796474958,30,60,120,category_default,,
osm:way:796758309,30,60,120,category_default,,
osm:way:799084171,20,45,90,category_default,,
osm:way:799110618,30,60,120,category_default,,
osm:way:799120128,30,60,120,category_default,,
osm:way:799120658,30,60,120,category_default,,
osm:way:799546560,20,45,90,category_default,,
osm:way:799546571,20,45,90,category_default,,
osm:way:799841594,20,45,90,category_default,,
osm:way:800425961,30,60,120,category_default,,
osm:way:801519774,30,60,120,category_default,,
osm:way:801572902,20,45,75,category_default,,
osm:way:801710792,45,90,120,category_default,,
osm:way:801710837,30,60,120,category_default,,
osm:way:801950766,30,60,120,category_default,,
osm:way:802105071,30,60,120,category_default,,
osm:way:802157397,20,45,90,category_default,,
osm:way:802157419,20,45,90,category_default,,
osm:way:802157425,30,60,120,category_default,,
osm:way:804128824,20,45,90,category_default,,
osm:way:804545969,20,45,90,category_default,,
osm:way:804729100,20,45,75,category_default,,
osm:way:804926030,20,45,90,category_default,,
osm:way:804926041,20,45,90,category_default,,
osm:way:805149874,30,60,120,category_default,,
osm:way:806239505,20,45,90,category_default,,
osm:way:806359774,20,45,90,category_default,,
osm:way:806359775,20,45,90,category_default,,
osm:way:806663473,20,45,90,category_default,,
osm:way:806860786,20,45,90,category_default,,
osm:way:806860791,30,60,120,category_default,,
osm:way:806860809,20,45,90,category_default,,
osm:way:806860835,20,45,90,category_default,,
osm:way:806865818,30,60,120,category_default,,
osm:way:806928814,30,60,120,category_default,,
osm:way:807297543,20,45,90,category_default,,
osm:way:807297567,20,45,90,category_default,,
osm:way:807545211,20,45,90,category_default,,
osm:way:807577737,20,45,90,category_default,,
osm:way:808022726,30,60,120,category_default,,
osm:way:808298848,180,300,480,category_default,,
osm:way:808726355,30,60,120,category_default,,
osm:way:809380991,20,45,90,category_default,,
osm:way:809380998,20,45,90,category_default,,
osm:way:809399808,30,60,120,category_default,,
osm:way:809435727,20,45,90,category_default,,
osm:way:810254595,30,60,120,category_default,,
osm:way:813563184,30,60,120,category_default,,
osm:way:815719908,30,60,120,category_default,,
osm:way:815719909,30,60,120,category_default,,
osm:way:815719910,30,60,120,category_default,,
osm:way:816359263,20,45,90,category_default,,
osm:way:816359264,20,45,90,category_default,,
osm:way:816359266,20,45,90,category_default,,
osm:way:816359268,20,45,90,category_default,,
osm:way:816359269,20,45,90,category_default,,
osm:way:816359271,20,45,90,category_default,,
osm:way:816401592,30,60,120,category_default,,
osm:way:818502187,20,45,90,category_default,,
osm:way:818875751,20,45,90,category_default,,
osm:way:821391269,30,60,120,category_default,,
osm:way:822326407,20,45,90,category_default,,
osm:way:822357451,20,45,90,category_default,,
osm:way:822407460,20,45,75,category_default,,
osm:way:823872338,30,60,120,category_default,,
osm:way:824263113,20,45,90,category_default,,
osm:way:825928787,20,45,90,category_default,,
osm:way:825942481,20,45,90,category_default,,
osm:way:826029905,20,45,90,category_default,,
osm:way:826481390,30,60,120,category_default,,
osm:way:826481393,30,60,120,category_default,,
osm:way:826547721,20,45,90,category_default,,
osm:way:826617369,20,45,90,category_default,,
osm:way:827035656,20,45,90,category_default,,
osm:way:827417680,20,45,90,category_default,,
osm:way:827417691,20,45,90,category_default,,
osm:way:829864820,20,45,90,category_default,,
osm:way:830892120,20,45,90,category_default,,
osm:way:831299507,20,45,90,category_default,,
osm:way:831361161,20,45,90,category_default,,
osm:way:832034149,20,45,90,category_default,,
osm:way:832342508,20,45,90,category_default,,
osm:way:833212762,20,45,90,category_default,,
osm:way:833562312,20,45,90,category_default,,
osm:way:833733606,30,60,120,category_default,,
osm:way:833880767,20,45,90,category_default,,
osm:way:833965977,20,45,90,category_default,,
osm:way:834035519,20,45,90,category_default,,
osm:way:834035520,20,45,90,category_default,,
osm:way:834422404,30,60,120,category_default,,
osm:way:834483808,20,45,90,category_default,,
osm:way:834920039,20,45,90,category_default,,
osm:way:834920040,20,45,90,category_default,,
osm:way:834920043,20,45,90,category_default,,
osm:way:834920044,20,45,90,category_default,,
osm:way:834920045,20,45,90,category_default,,
osm:way:835803240,20,45,90,category_default,,
osm:way:836135428,20,45,90,category_default,,
osm:way:836194130,20,45,90,category_default,,
osm:way:837372445,20,45,75,category_default,,
osm:way:837728883,20,45,90,category_default,,
osm:way:837728884,20,45,90,category_default,,
osm:way:837742407,20,45,90,category_default,,
osm:way:837884947,20,45,90,category_default,,
osm:way:837884956,20,45,90,category_default,,
osm:way:837884958,20,45,90,category_default,,
osm:way:837884959,20,45,90,category_default,,
osm:way:838400065,20,45,90,category_default,,
osm:way:838424643,20,45,90,category_default,,
osm:way:838426608,20,45,90,category_default,,
osm:way:839663173,30,60,120,category_default,,
osm:way:839675222,30,60,120,category_default,,
osm:way:839899602,30,60,120,category_default,,
osm:way:840060448,20,45,90,category_default,,
osm:way:840622637,20,45,90,category_default,,
osm:way:840622638,20,45,90,category_default,,
osm:way:840803791,20,45,90,category_default,,
osm:way:840854415,20,45,90,category_default,,
osm:way:840934114,30,60,120,category_default,,
osm:way:840934121,30,60,120,category_default,,
osm:way:841154650,30,60,120,category_default,,
osm:way:841357797,30,60,120,category_default,,
osm:way:841361920,30,60,120,category_default,,
osm:way:842688454,30,60,120,category_default,,
osm:way:842707445,30,60,120,category_default,,
osm:way:84276975,30,60,120,category_default,,
osm:way:843007161,20,45,90,category_default,,
osm:way:843085954,180,300,480,category_default,,
osm:way:843094659,30,60,120,category_default,,
osm:way:844958057,30,60,120,category_default,,
osm:way:845522929,30,60,120,category_default,,
osm:way:845590156,20,45,90,category_default,,
osm:way:845629735,30,60,120,category_default,,
osm:way:846695791,30,60,120,category_default,,
osm:way:848445049,30,60,120,category_default,,
osm:way:848688745,20,45,75,category_default,,
osm:way:850444814,20,45,75,category_default,,
osm:way:851378496,20,45,90,category_default,,
osm:way:851963742,20,45,90,category_default,,
osm:way:852019595,20,45,75,category_default,,
osm:way:852222068,20,45,90,category_default,,
osm:way:852595432,20,45,90,category_default,,
osm:way:852595467,20,45,90,category_default,,
osm:way:852913483,20,45,90,category_default,,
osm:way:853226292,20,45,90,category_default,,
osm:way:853226324,20,45,90,category_default,,
osm:way:853226330,20,45,90,category_default,,
osm:way:853273502,20,45,90,category_default,,
osm:way:853382374,20,45,90,category_default,,
osm:way:853382380,20,45,90,category_default,,
osm:way:853584050,30,60,120,category_default,,
osm:way:853584056,30,60,120,category_default,,
osm:way:853764367,20,45,90,category_default,,
osm:way:854048932,20,45,75,category_default,,
osm:way:854540023,20,45,90,category_default,,
osm:way:854573822,30,60,120,category_default,,
osm:way:854829776,30,60,120,category_default,,
osm:way:855210995,20,45,90,category_default,,
osm:way:855231817,30,60,120,category_default,,
osm:way:856441663,30,60,120,category_default,,
osm:way:856441719,30,60,120,category_default,,
osm:way:856455192,20,45,90,category_default,,
osm:way:856455193,20,45,90,category_default,,
osm:way:856455221,20,45,90,category_default,,
osm:way:856836405,20,45,90,category_default,,
osm:way:856836416,20,45,90,category_default,,
osm:way:856836436,20,45,90,category_default,,
osm:way:856836457,20,45,90,category_default,,
osm:way:856836499,20,45,90,category_default,,
osm:way:856836511,20,45,90,category_default,,
osm:way:857523781,20,45,90,category_default,,
osm:way:857785100,180,300,480,category_default,,
osm:way:858175477,20,45,90,category_default,,
osm:way:858602480,20,45,90,category_default,,
osm:way:858602498,20,45,90,category_default,,
osm:way:858904141,30,60,120,category_default,,
osm:way:860294713,20,45,90,category_default,,
osm:way:860296224,20,45,90,category_default,,
osm:way:860365738,20,45,90,category_default,,
osm:way:860559509,30,60,120,category_default,,
osm:way:862095211,20,45,90,category_default,,
osm:way:862438716,20,45,90,category_default,,
osm:way:863228732,20,45,90,category_default,,
osm:way:863492143,20,45,90,category_default,,
osm:way:863501296,30,60,120,category_default,,
osm:way:866553274,20,45,90,category_default,,
osm:way:866849200,20,45,90,category_default,,
osm:way:866849206,20,45,75,category_default,,
osm:way:867981976,20,45,75,category_default,,
osm:way:868630154,20,45,90,category_default,,
osm:way:868630553,30,60,120,category_default,,
osm:way:868661276,20,45,90,category_default,,
osm:way:870400500,30,60,120,category_default,,
osm:way:871112688,20,45,90,category_default,,
osm:way:871112689,20,45,90,category_default,,
osm:way:871112691,20,45,90,category_default,,
osm:way:871112693,20,45,90,category_default,,
osm:way:871112694,20,45,90,category_default,,
osm:way:871112695,20,45,90,category_default,,
osm:way:871112696,20,45,90,category_default,,
osm:way:871572470,20,45,90,category_default,,
osm:way:871572477,20,45,90,category_default,,
osm:way:871572485,20,45,90,category_default,,
osm:way:871576679,20,45,90,category_default,,
osm:way:871576680,20,45,90,category_default,,
osm:way:871576681,20,45,90,category_default,,
osm:way:871576682,20,45,90,category_default,,
osm:way:871579522,20,45,90,category_default,,
osm:way:871579523,20,45,90,category_default,,
osm:way:871579524,20,45,90,category_default,,
osm:way:871579525,20,45,90,category_default,,
osm:way:87200823,20,45,90,category_default,,
osm:way:872194563,20,45,90,category_default,,
osm:way:872194566,20,45,90,category_default,,
osm:way:874511700,20,45,90,category_default,,
osm:way:874946718,30,60,120,category_default,,
osm:way:875161079,30,60,120,category_default,,
osm:way:875196271,30,60,120,category_default,,
osm:way:875447287,20,45,90,category_default,,
osm:way:875471252,20,45,90,category_default,,
osm:way:875471253,20,45,90,category_default,,
osm:way:875488220,20,45,90,category_default,,
osm:way:879519246,30,60,120,category_default,,
osm:way:879841441,30,60,120,category_default,,
osm:way:881002228,20,45,90,category_default,,
osm:way:881003728,20,45,90,category_default,,
osm:way:884063648,20,45,90,category_default,,
osm:way:884236354,20,45,90,category_default,,
osm:way:885744704,30,60,120,category_default,,
osm:way:885788725,30,60,120,category_default,,
osm:way:886411672,20,45,90,category_default,,
osm:way:886895052,20,45,90,category_default,,
osm:way:886895053,20,45,90,category_default,,
osm:way:886897750,20,45,90,category_default,,
osm:way:886904068,20,45,75,category_default,,
osm:way:886905149,20,45,75,category_default,,
osm:way:888611681,20,45,75,category_default,,
osm:way:888629812,20,45,90,category_default,,
osm:way:888768368,20,45,90,category_default,,
osm:way:888793494,20,45,90,category_default,,
osm:way:889113701,30,60,120,category_default,,
osm:way:891950562,20,45,90,category_default,,
osm:way:892577251,30,60,90,category_default,,
osm:way:892583617,30,60,120,category_default,,
osm:way:892583620,30,60,120,category_default,,
osm:way:894857495,20,45,90,category_default,,
osm:way:895209247,30,60,120,category_default,,
osm:way:895209260,20,45,90,category_default,,
osm:way:895756059,45,90,150,category_default,,
osm:way:89608604,30,60,120,category_default,,
osm:way:89748520,20,45,90,category_default,,
osm:way:89748554,30,60,120,category_default,,
osm:way:897888816,20,45,90,category_default,,
osm:way:897942012,20,45,90,category_default,,
osm:way:898029671,20,45,90,category_default,,
osm:way:898280534,20,45,90,category_default,,
osm:way:898412304,20,45,90,category_default,,
osm:way:899712058,20,45,90,category_default,,
osm:way:899723249,30,60,120,category_default,,
osm:way:899754205,20,45,90,category_default,,
osm:way:900590738,20,45,90,category_default,,
osm:way:900590739,20,45,90,category_default,,
osm:way:900599303,20,45,90,category_default,,
osm:way:900599304,20,45,90,category_default,,
osm:way:90071490,30,60,120,category_default,,
osm:way:90080529,30,60,120,category_default,,
osm:way:90080614,30,60,120,category_default,,
osm:way:901651364,20,45,90,category_default,,
osm:way:902155098,20,45,90,category_default,,
osm:way:902966818,30,60,120,category_default,,
osm:way:903067718,20,45,75,category_default,,
osm:way:903827683,20,45,90,category_default,,
osm:way:904321296,20,45,90,category_default,,
osm:way:904885050,20,45,90,category_default,,
osm:way:904885509,20,45,90,category_default,,
osm:way:905779140,20,45,90,category_default,,
osm:way:906434459,20,45,90,category_default,,
osm:way:906984455,20,45,90,category_default,,
osm:way:907280822,20,45,90,category_default,,
osm:way:907285040,20,45,90,category_default,,
osm:way:907748756,20,45,90,category_default,,
osm:way:907748757,20,45,90,category_default,,
osm:way:907748758,20,45,90,category_default,,
osm:way:907748759,20,45,90,category_default,,
osm:way:907748760,20,45,90,category_default,,
osm:way:907748761,20,45,90,category_default,,
osm:way:907748762,20,45,90,category_default,,
osm:way:907748763,20,45,90,category_default,,
